site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
18        197       165       115       475       515           7.1490      1.0453         0.4896      273.2697    1.2747      4.7907      1.0050      1.1211    
18        198       251       280       481       612           9.7804      1.1820         1.2138      229.6988    1.5567      5.6913      1.0331      1.1010    
18        199       169       432       480       536           7.6794      1.1238         0.9968      175.2444    1.2749      4.7468      1.0144      1.1317    
18        200       17        59        479       787           1.6405      0.9692         0.5962      225.8527    0.2841      1.0730      1.0000      0.9000    
18        201       189       239       488       635           7.6293      1.0817         0.5000      139.9491    1.2828      4.8056      1.0082      1.1051    
18        202       260       481       493       649           8.4810      1.0410         -0.8689     317.5910    1.5436      5.8237      1.0011      1.1034    
18        203       114       280       494       824           6.1528      1.0544         -0.0608     184.1698    1.0731      3.9990      1.0135      1.1188    
18        204       68        378       492       394           5.4063      1.2363         0.1986      184.4252    0.8429      3.0284      1.0512      1.2500    
18        205       59        89        493       425           4.5826      1.1945         -0.2382     288.0370    0.7251      2.6625      1.0286      1.2195    
18        206       53        417       496       367           3.9054      1.0712         0.2094      177.7917    0.6514      2.4602      1.0000      1.3231    
18        207       116       150       501       518           7.5865      1.2937         0.4933      312.8650    1.1154      3.8529      1.0935      1.2000    
18        208       62        267       500       361           5.5373      1.3101         0.3193      214.9089    0.8202      2.8660      1.0809      1.2889    
18        209       134       404       501       446           8.7284      1.3434         0.1494      161.1758    1.2476      4.2067      1.1201      1.1905    
18        210       82        210       501       432           5.7445      1.2121         0.2412      229.9679    0.8948      3.2155      1.0510      1.2586    
18        211       36        118       501       354           3.7000      1.1249         0.4289      209.0555    0.5897      2.1669      1.0278      1.2941    
18        212       62        364       502       385           5.7113      1.2839         0.3592      168.9364    0.8169      2.8419      1.0857      1.2667    
19        0         51        23        17        378           3.7766      1.0371         0.7688      161.6747    0.5839      2.4330      1.0043      1.3125    
19        1         130       91        19        526           7.6147      1.2091         1.5930      162.6453    1.0523      4.2067      1.0467      1.1364    
19        2         59        336       20        389           4.6420      1.0976         0.3442      181.1092    0.6845      2.7953      1.0248      1.1957    
19        3         263       254       28        703           8.5689      1.0512         0.4250      90.5037     1.3760      5.7403      1.0030      1.1017    
19        4         87        347       28        402           4.6192      1.0074         0.4245      146.6131    0.7371      3.0715      1.0042      1.2072    
19        5         128       305       29        508           6.9905      1.1300         0.8685      144.4500    1.0001      4.1205      1.0156      1.1374    
19        6         178       453       38        596           7.5519      1.0719         0.7288      119.3963    1.1812      4.9050      1.0077      1.1148    
19        7         308       37        44        693           9.7182      1.0584         0.5887      84.7208     1.5122      6.3044      1.0037      1.0664    
19        8         153       402       43        520           6.5109      1.0271         0.8254      133.4012    1.0676      4.4624      1.0011      1.1417    
19        9         285       159       47        677           10.9715     1.1953         0.9241      100.3006    1.5215      6.1368      1.0375      1.0879    
19        10        55        369       44        361           3.6579      1.0358         0.2869      183.1322    0.5942      2.4863      1.0000      1.3134    
19        11        204       312       47        607           8.6019      1.1166         2.0547      183.7614    1.2754      5.2105      1.0243      1.0817    
19        12        41        194       46        410           4.1028      1.2259         0.4339      139.3846    0.5335      2.1358      1.0452      1.3333    
19        13        142       176       56        505           7.7058      1.1303         0.5623      105.1454    1.0949      4.4464      1.0305      1.0646    
19        14        38        339       54        369           3.8936      1.1339         0.3860      177.2235    0.5450      2.1962      1.0385      1.2143    
19        15        349       375       62        835           11.1553     1.1471         0.3064      120.2782    1.6166      6.6674      1.0146      1.0828    
19        16        189       71        60        602           9.0071      1.1822         0.5724      95.1937     1.2380      5.0426      1.0274      1.1043    
19        17        110       412       60        460           5.9937      1.0604         0.6263      114.1504    0.8963      3.7170      1.0090      1.1951    
19        18        55        249       58        391           4.7184      1.1830         0.3633      152.5582    0.6623      2.7187      1.0194      1.2530    
19        19        78        28        63        430           5.2943      1.1043         0.2473      121.0774    0.7974      3.2860      1.0154      1.1969    
19        20        34        478       63        373           3.6836      1.1664         0.3082      160.3286    0.5067      2.0296      1.0447      1.4146    
19        21        54        224       69        392           5.1455      1.1726         0.3880      138.4513    0.7003      2.7187      1.0779      1.0947    
19        22        68        418       74        411           4.4507      1.1079         -0.2826     301.5539    0.7015      2.9119      1.0080      1.2371    
19        23        57        227       76        394           4.3046      1.0353         0.3469      140.6379    0.6726      2.7953      1.0069      1.1828    
19        24        58        122       76        389           3.5670      0.9887         0.3749      152.1417    0.6001      2.5111      1.0000      1.3235    
19        25        113       187       79        505           6.7934      1.1512         0.2935      110.3755    0.9610      3.9079      1.0291      1.1250    
19        26        60        340       78        408           5.6989      1.2332         0.8631      188.5572    0.7480      2.8660      1.0922      1.0841    
19        27        174       103       84        622           7.8955      1.0962         0.2932      85.7032     1.1692      4.8347      1.0119      1.0891    
19        28        217       317       84        539           8.5328      1.0673         0.1859      104.4429    1.3191      5.4893      1.0055      1.0923    
19        29        264       296       89        616           9.5678      1.0779         0.2399      85.7303     1.4475      6.0196      1.0062      1.0711    
19        30        42        212       89        397           3.6076      1.0659         0.3834      169.2006    0.5416      2.2238      1.0192      1.3462    
19        31        182       148       94        584           7.9369      1.0838         0.3548      90.2033     1.1816      4.8910      1.0110      1.0730    
19        32        149       354       92        488           6.9067      1.0626         2.6618      176.5445    1.0410      4.3365      1.0045      1.1416    
19        33        47        370       90        829           3.6488      1.0882         0.3016      232.4022    0.5690      2.3428      1.0163      1.3684    
19        34        174       482       99        572           7.7789      1.0977         0.5300      103.5791    1.1654      4.8347      1.0086      1.1111    
19        35        148       330       101       426           6.6102      1.0013         0.2684      113.9524    1.0669      4.4624      1.0005      1.1371    
19        36        121       191       101       525           6.8132      1.1762         0.6374      128.7096    0.9750      3.9629      1.0295      1.1443    
19        37        258       88        105       718           9.5728      1.1107         0.2069      79.9210     1.4112      5.8353      1.0120      1.0930    
19        38        250       224       113       691           8.9096      1.0865         0.5450      101.8967    1.3640      5.6788      1.0051      1.1014    
19        39        262       439       113       780           9.7910      1.1297         0.1200      102.9187    1.4315      5.8609      1.0220      1.0565    
19        40        262       248       120       698           9.8865      1.1245         0.5526      107.6365    1.4491      5.9716      1.0154      1.0701    
19        41        92        329       116       381           5.4661      1.1095         0.2556      153.3766    0.8544      3.5276      1.0135      1.1733    
19        42        75        316       117       379           5.3732      1.1421         0.2663      143.7489    0.7861      3.2155      1.0230      1.2066    
19        43        223       152       125       688           8.7380      1.0993         0.5061      96.1666     1.3010      5.4019      1.0078      1.0987    
19        44        72        274       125       416           4.6448      1.0314         0.2605      145.1679    0.7254      3.0284      1.0024      1.1927    
19        45        15        491       123       738           1.6396      0.9942         0.3218      330.4497    0.2564      1.0730      1.0000      0.9000    
19        46        107       24        135       387           5.8531      1.0575         0.3831      98.7060     0.8936      3.6970      1.0115      1.1758    
19        47        168       36        135       531           7.5383      1.0657         0.3398      84.2776     1.1433      4.7468      1.0079      1.0816    
19        48        99        479       139       470           5.8539      1.1151         0.4389      165.6405    0.8719      3.6052      1.0120      1.1948    
19        49        135       99        140       469           6.5330      1.0388         0.3574      111.3887    1.0374      4.3208      1.0047      1.1478    
19        50        45        412       137       367           3.5496      1.0168         0.2740      220.8654    0.5814      2.4330      1.0000      1.3125    
19        51        80        73        139       406           4.5812      0.9974         0.3483      117.4044    0.7437      3.1121      1.0000      1.2321    
19        52        65        111       138       798           4.6329      1.1521         0.3315      158.2526    0.6829      2.8190      1.0137      1.2727    
19        53        99        382       140       477           5.7648      1.0464         0.3043      131.7385    0.8770      3.6431      1.0073      1.1899    
19        54        110       297       142       492           5.8515      1.0338         0.2581      110.9771    0.9113      3.7948      1.0049      1.1657    
19        55        133       253       144       531           6.7191      1.0854         0.2370      114.0074    0.9999      4.1367      1.0115      1.1469    
19        56        151       327       146       511           7.7140      1.1267         0.2363      108.9360    1.1190      4.5908      1.0199      1.1245    
19        57        52        442       150       398           3.7293      1.0214         0.1510      201.6922    0.5942      2.4863      1.0000      1.3134    
19        58        197       129       154       560           8.4746      1.0840         0.7047      101.4360    1.2710      5.2664      1.0099      1.1105    
19        59        145       171       154       574           7.7800      1.2273         0.6249      131.2115    1.0705      4.2724      1.0485      1.1366    
19        60        78        473       155       427           4.4254      1.0038         0.1641      207.6417    0.7389      3.0921      1.0000      1.2252    
19        61        194       358       162       640           7.7352      1.0548         1.2782      186.0314    1.2015      4.9990      1.0057      1.1028    
19        62        52        490       161       390           4.6998      1.2001         0.2497      152.3775    0.6499      2.6042      1.0443      1.3151    
19        63        124       383       161       522           6.9776      1.1068         0.2419      116.1030    0.9964      4.1040      1.0159      1.1121    
19        64        184       413       165       612           8.5091      1.1156         1.8251      211.9460    1.2432      5.0282      1.0346      1.1049    
19        65        196       29        172       603           7.3994      1.0537         2.2054      159.4278    1.2034      5.0137      1.0044      1.1022    
19        66        153       58        172       537           7.7348      1.1276         0.4070      89.0204     1.1099      4.5580      1.0190      1.1136    
19        67        141       128       173       467           8.1039      1.2243         0.5279      115.0005    1.0749      4.3208      1.0409      1.1330    
19        68        23        276       170       596           2.6257      1.0741         0.5227      251.2841    0.4051      1.6655      1.0178      1.4815    
19        69        228       111       180       643           9.7823      1.2325         0.4754      96.4539     1.3442      5.3220      1.0569      1.0724    
19        70        281       275       181       776           10.9135     1.2276         0.4619      91.9219     1.4652      5.8609      1.0461      1.0635    
19        71        200       211       182       493           8.9109      1.1611         0.2148      110.0684    1.2745      5.2240      1.0209      1.1156    
19        72        337       193       188       677           9.7934      0.9979         0.5726      103.5213    1.6367      6.8230      1.0038      1.0528    
19        73        53        268       191       680           3.5597      1.0375         0.3612      207.8073    0.5942      2.4863      1.0000      1.3134    
19        74        166       417       195       552           7.4700      1.0897         0.3470      131.7226    1.1482      4.7757      1.0060      1.1142    
19        75        408       482       207       876           15.7371     1.3388         1.3974      160.3416    1.9632      7.4768      1.0987      1.0207    
19        76        129       433       214       472           6.6741      1.0993         1.9198      281.3218    1.0043      4.1205      1.0199      1.1538    
19        77        86        209       217       469           5.5543      1.0626         0.3205      127.1560    0.8312      3.4528      1.0074      1.1507    
19        78        181       90        222       561           7.7349      1.0273         0.2677      80.2330     1.2022      4.9990      1.0063      1.1062    
19        79        78        314       220       451           5.6978      1.1906         0.2274      173.9359    0.8076      3.2860      1.0284      1.1783    
19        80        149       451       223       520           6.8627      1.0414         0.9161      116.5472    1.0542      4.3968      1.0033      1.1322    
19        81        335       151       232       900           13.1467     1.2864         0.8700      107.0504    1.7275      6.7407      1.0724      1.0525    
19        82        67        254       225       357           4.3538      1.0813         0.3668      195.4871    0.7066      2.9337      1.0078      1.2449    
19        83        114       487       228       403           5.8835      1.0614         2.4470      224.9879    0.9143      3.7948      1.0082      1.2000    
19        84        111       417       228       489           6.5225      1.1483         0.2183      135.6098    0.9612      3.9444      1.0198      1.1458    
19        85        49        383       227       421           4.2238      1.0716         0.3717      157.0785    0.6174      2.5111      1.0288      1.1842    
19        86        64        361       232       404           4.6728      1.0693         0.3238      155.0198    0.6995      2.9119      1.0052      1.2371    
19        87        96        249       235       908           5.4994      1.1245         0.2910      162.9165    0.8504      3.5276      1.0088      1.2055    
19        88        34        312       234       673           3.9032      1.1787         0.7046      227.7584    0.5335      2.1358      1.0452      1.3333    
19        89        418       329       239       844           14.1361     1.2429         1.4559      222.2460    1.8985      7.4862      1.0612      1.0394    
19        90        84        238       240       379           5.9846      1.1397         0.2726      126.8398    0.8382      3.3511      1.0467      1.1206    
19        91        145       220       245       513           6.7598      1.0486         0.4662      112.4539    1.0394      4.3365      1.0030      1.1271    
19        92        72        422       243       406           4.7461      1.0519         0.2564      134.0393    0.7222      3.0058      1.0055      1.2190    
19        93        127       48        248       493           6.7538      1.1004         0.4256      92.8298     1.0106      4.1897      1.0094      1.1481    
19        94        104       180       251       494           6.6336      1.1485         0.2764      112.3718    0.9325      3.8145      1.0230      1.1638    
19        95        155       87        260       587           7.8124      1.1022         0.3443      90.4798     1.1328      4.6398      1.0217      1.0167    
19        96        44        27        263       434           3.6650      1.0274         0.3782      109.8484    0.5545      2.2499      1.0314      1.2000    
19        97        213       275       275       615           7.3179      1.0159         0.6203      195.0940    1.2322      5.1552      1.0002      1.1157    
19        98        183       245       278       512           7.6892      1.0891         1.3457      210.4372    1.1853      4.9189      1.0083      1.1032    
19        99        177       481       281       564           7.5536      1.0653         1.5295      200.0103    1.1786      4.8772      1.0112      1.0980    
19        100       64        423       279       826           4.9982      1.1042         0.4269      161.6858    0.7056      2.8894      1.0218      1.1569    
19        101       83        300       282       364           4.5496      1.0011         0.3343      159.6969    0.7437      3.1121      1.0000      1.2321    
19        102       127       407       285       478           6.6339      1.0692         0.1915      142.6568    1.0189      4.2236      1.0094      1.1403    
19        103       120       434       284       513           6.8940      1.1440         1.1088      155.4953    0.9672      3.9629      1.0213      1.1562    
19        104       281       34        293       669           10.7018     1.1901         0.2151      62.3758     1.5172      6.1712      1.0288      1.0957    
19        105       77        367       286       427           5.4871      1.1732         0.0951      186.2713    0.7940      3.2397      1.0255      1.2033    
19        106       180       238       291       530           7.4982      1.0402         0.4335      124.7896    1.1886      4.9596      1.0028      1.0978    
19        107       32        424       287       703           3.6034      1.1472         0.5575      242.8412    0.4969      2.0296      1.0244      1.3182    
19        108       265       87        297       743           8.8522      1.0365         0.5464      90.3609     1.4438      5.9957      1.0076      1.0740    
19        109       137       278       293       498           7.0609      1.1171         0.7663      128.1553    1.0239      4.2236      1.0144      1.1351    
19        110       171       296       294       481           7.4284      1.0809         2.3600      278.9783    1.1690      4.8490      1.0088      1.0957    
19        111       108       388       292       472           6.6582      1.1394         0.9497      151.3028    0.9444      3.8716      1.0207      1.1713    
19        112       329       197       297       766           10.7054     1.1170         0.5384      93.4949     1.6018      6.6244      1.0119      1.0820    
19        113       44        323       291       390           4.0601      1.1502         0.3804      164.9685    0.5582      2.2745      1.0270      1.3214    
19        114       91        141       309       463           5.6436      1.0589         0.3148      120.3319    0.8595      3.5657      1.0087      1.1688    
19        115       254       420       320       694           9.0123      1.0671         0.2603      116.7074    1.3679      5.7037      1.0036      1.1058    
19        116       129       48        318       528           7.7267      1.2196         0.5548      107.5479    1.0348      4.1723      1.0379      1.1495    
19        117       127       386       320       541           7.0619      1.1230         1.7622      176.4914    0.9938      4.0873      1.0175      1.1401    
19        118       200       71        322       519           7.8920      1.0588         0.3149      84.5545     1.2131      5.0568      1.0039      1.0970    
19        119       58        293       319       368           3.8227      0.9916         0.3634      150.7524    0.6001      2.5111      1.0000      1.3235    
19        120       240       175       325       670           8.7681      1.0897         1.1072      144.2425    1.3426      5.5770      1.0074      1.0891    
19        121       228       126       329       539           8.9197      1.1267         2.9067      174.7243    1.3042      5.3889      1.0128      1.1141    
19        122       102       109       329       387           7.1146      1.2158         0.4111      121.8354    0.9453      3.7366      1.0587      1.1716    
19        123       172       199       332       571           7.0658      1.0380         1.6327      229.9378    1.1656      4.8632      1.0029      1.1096    
19        124       93        91        330       797           5.2777      1.1099         0.2734      148.2053    0.8509      3.5276      1.0094      1.1973    
19        125       132       79        334       379           6.9868      1.0732         0.2596      92.1134     1.0278      4.2724      1.0067      1.1316    
19        126       315       256       338       733           10.7664     1.1543         1.1042      128.1449    1.5520      6.3811      1.0178      1.0726    
19        127       147       329       337       571           6.8259      1.0870         0.5270      150.9614    1.0345      4.2564      1.0171      1.1228    
19        128       247       475       338       595           9.7861      1.1303         1.4637      263.5115    1.4230      5.8237      1.0225      1.0909    
19        129       109       30        350       491           5.7155      1.0004         0.4093      97.5424     0.9124      3.8145      1.0009      1.1705    
19        130       164       487       354       449           7.7334      1.1402         1.1668      138.6573    1.1363      4.6557      1.0213      1.1504    
19        131       107       205       358       416           5.6911      1.0699         0.5092      144.2730    0.8905      3.6970      1.0079      1.1975    
19        132       203       344       359       653           8.3644      1.0886         1.6914      175.7911    1.2796      5.2944      1.0114      1.0761    
19        133       273       140       360       647           9.7775      1.1255         0.5097      109.0745    1.4523      5.9716      1.0176      1.0957    
19        134       149       409       361       437           6.6367      1.0539         0.7083      159.0152    1.0479      4.3671      1.0041      1.1250    
19        135       164       192       362       479           7.6455      1.1058         0.8880      147.2772    1.1417      4.7172      1.0128      1.1254    
19        136       81        269       364       449           5.8489      1.1793         0.6404      139.8074    0.8130      3.3082      1.0283      1.1846    
19        137       303       397       373       613           10.8317     1.1369         1.5804      356.8023    1.5815      6.5137      1.0160      1.0657    
19        138       120       87        372       528           6.7297      1.1022         0.6237      114.0206    0.9846      4.0529      1.0166      1.1262    
19        139       44        59        372       799           3.7122      1.0303         0.3369      156.0247    0.5879      2.4602      1.0000      1.3231    
19        140       125       217       374       515           6.3069      1.0247         0.2593      104.9775    1.0014      4.1723      1.0043      1.1284    
19        141       160       31        380       552           7.6050      1.1237         0.7203      119.8100    1.1264      4.6237      1.0194      1.1185    
19        142       76        172       378       406           4.7241      1.0519         0.4101      155.6565    0.7227      3.0058      1.0061      1.2549    
19        143       66        56        382       380           4.8798      1.0860         0.2753      130.7514    0.7141      2.9337      1.0186      1.1731    
19        144       162       325       383       552           7.6786      1.1353         0.5646      135.5298    1.1230      4.6237      1.0164      1.1311    
19        145       173       265       385       522           7.8284      1.1297         0.3203      105.7707    1.1367      4.6868      1.0149      1.1397    
19        146       97        376       386       471           6.0397      1.0902         0.2468      117.4909    0.8634      3.5657      1.0132      1.1538    
19        147       101       247       390       417           6.4239      1.2205         0.3068      151.7639    0.9175      3.6970      1.0385      1.1687    
19        148       148       59        398       527           8.1370      1.2027         0.3712      98.8095     1.0987      4.4301      1.0378      1.1032    
19        149       174       280       400       390           7.6030      1.0717         1.1355      166.1089    1.1716      4.8632      1.0081      1.1246    
19        150       86        34        399       446           4.6331      1.0025         0.2556      107.3134    0.7389      3.0921      1.0000      1.2252    
19        151       152       122       402       544           6.7270      1.0359         1.5929      164.5507    1.0653      4.4464      1.0026      1.1382    
19        152       76        216       404       460           4.6727      1.0290         0.3427      126.7606    0.7246      3.0284      1.0012      1.2264    
19        153       145       77        407       499           6.9607      1.0509         0.3481      98.8158     1.0462      4.3671      1.0025      1.1345    
19        154       112       275       409       354           6.9122      1.1988         0.4333      170.9968    0.9523      3.8339      1.0394      1.1556    
19        155       50        264       408       598           3.7106      1.1037         0.2574      262.9670    0.5690      2.3428      1.0163      1.3684    
19        156       271       44        423       719           9.7117      1.1012         1.2037      167.6235    1.4706      6.0898      1.0105      1.0607    
19        157       34        23        418       356           3.7594      1.1586         0.4294      169.7062    0.5229      2.1027      1.0405      1.2653    
19        158       353       248       424       834           11.6612     1.1910         1.3504      181.6369    1.6937      6.8535      1.0341      1.0473    
19        159       126       148       423       575           6.7441      1.0973         1.5934      168.2022    0.9948      4.1040      1.0143      1.1121    
19        160       195       345       432       619           9.0317      1.1854         0.1609      109.2074    1.2691      5.1692      1.0273      1.1053    
19        161       165       403       432       507           7.9421      1.1055         0.1987      121.4687    1.1685      4.7907      1.0206      1.0946    
19        162       116       364       432       476           5.7837      1.0286         0.4776      143.2016    0.9212      3.8529      1.0004      1.1798    
19        163       237       181       441       559           8.7183      1.0853         1.1987      159.9475    1.3392      5.5648      1.0070      1.1005    
19        164       282       296       443       752           9.3333      1.0497         0.3556      141.0215    1.4787      6.1368      1.0083      1.0598    
19        165       95        381       439       440           7.6394      1.3771         -0.4693     275.3991    0.9437      3.5452      1.1138      1.1946    
19        166       92        24        442       460           5.9201      1.1014         0.8414      138.6657    0.8632      3.5657      1.0130      1.1842    
19        167       169       52        444       573           8.9656      1.2285         3.4300      230.6548    1.2221      4.8347      1.0577      1.0784    
19        168       156       196       445       471           6.6738      1.0084         0.4740      116.7641    1.0664      4.4624      1.0000      1.1371    
19        169       91        142       445       447           5.9360      1.1539         0.9361      167.7741    0.8393      3.4126      1.0291      1.2331    
19        170       378       82        454       884           13.1876     1.2511         1.3415      159.5693    1.7826      7.0851      1.0528      1.0411    
19        171       105       243       447       463           6.6524      1.1730         0.4304      134.5643    0.9315      3.7948      1.0271      1.1860    
19        172       108       404       448       470           6.9251      1.2244         0.1487      152.5871    0.9349      3.7558      1.0417      1.1561    
19        173       80        161       448       424           5.8450      1.1640         0.6856      164.6659    0.8098      3.3082      1.0243      1.1667    
19        174       116       270       453       481           5.7450      1.0441         1.9203      232.6731    0.9166      3.8339      1.0004      1.1751    
19        175       79        327       456       436           5.7542      1.2829         -0.0375     228.8694    0.7849      3.1121      1.0554      1.2321    
19        176       201       362       463       596           8.3662      1.1003         1.6951      276.4900    1.2721      5.2664      1.0108      1.1105    
19        177       356       173       469       906           10.6249     1.0810         1.3756      257.8328    1.6168      6.7200      1.0068      1.0633    
19        178       190       122       473       580           8.7973      1.1516         1.1885      164.8980    1.2597      5.1692      1.0197      1.1183    
19        179       40        330       469       365           3.7210      1.1364         0.4154      235.0569    0.5427      2.2238      1.0213      1.3462    
19        180       145       64        475       581           6.6895      1.0415         0.9216      113.5695    1.0417      4.3365      1.0052      1.1466    
19        181       338       289       479       790           10.2280     1.0474         1.3792      157.4714    1.6356      6.8023      1.0061      1.0757    
19        182       169       438       478       501           7.9312      1.1559         2.6745      209.5444    1.1403      4.7021      1.0148      1.1223    
19        183       66        264       477       417           4.5618      1.1590         0.1952      249.2230    0.6870      2.8419      1.0116      1.2667    
19        184       146       224       480       570           7.9808      1.1838         0.6036      115.9329    1.0881      4.4301      1.0278      1.1301    
19        185       181       486       491       533           7.0150      1.0034         0.6468      181.5697    1.1991      4.9860      1.0064      1.1355    
19        186       93        97        491       457           5.7264      1.0817         0.2503      134.2103    0.8605      3.5452      1.0157      1.1711    
19        187       56        383       490       388           4.5974      1.1966         0.0681      227.3887    0.6615      2.6911      1.0286      1.2289    
19        188       146       450       493       513           7.9882      1.1752         0.4431      105.2469    1.0810      4.3671      1.0358      1.1392    
19        189       53        422       494       397           4.3933      1.1319         0.0152      223.1021    0.6554      2.7187      1.0087      1.2683    
20        0         62        85        18        413           7.0338      1.4476         0.6414      184.3236    0.9401      2.8660      1.2504      1.2473    
20        1         60        202       18        429           5.7131      1.2975         0.4453      142.8394    0.8035      2.7707      1.1054      1.2135    
20        2         267       247       25        700           9.3738      1.0898         0.2559      84.1567     1.5907      5.9836      1.0133      1.0720    
20        3         124       338       25        473           5.6812      1.0049         0.3500      131.1932    1.0252      3.9079      1.0000      1.1803    
20        4         187       296       26        573           8.7824      1.1948         0.7215      124.5568    1.3507      4.9860      1.0326      1.1139    
20        5         195       443       35        609           7.2561      1.0133         0.5081      112.2088    1.3359      5.0847      1.0014      1.1057    
20        6         69        325       32        395           4.7308      1.0431         0.4246      164.3086    0.7924      3.0058      1.0048      1.2190    
20        7         112       190       40        510           6.1106      1.0513         0.2930      96.1143     1.0019      3.7948      1.0063      1.1461    
20        8         158       393       40        535           7.5919      1.1227         0.9059      129.8445    1.2519      4.7172      1.0116      1.1214    
20        9         227       157       43        676           10.1925     1.2420         0.3794      104.0137    1.5021      5.4772      1.0454      1.0816    
20        10        220       304       43        630           8.5532      1.1049         0.8296      167.7316    1.4228      5.3357      1.0164      1.1074    
20        11        43        415       43        367           3.5316      1.0558         0.3619      187.9589    0.6336      2.4044      1.0045      1.3016    
20        12        47        269       46        359           3.7760      1.0645         0.3798      153.1698    0.6247      2.3428      1.0163      1.3684    
20        13        91        64        53        480           5.7941      1.1259         0.3449      116.1139    0.9059      3.4126      1.0118      1.1971    
20        14        401       367       59        876           12.4456     1.1820         0.2758      108.2110    1.9741      7.3226      1.0276      1.0601    
20        15        67        410       71        448           4.2983      1.0790         0.3264      198.6347    0.7752      2.9337      1.0071      1.1961    
20        16        70        116       72        420           4.3921      1.0606         0.3126      146.2767    0.7863      2.9826      1.0049      1.2115    
20        17        73        335       73        440           4.7095      1.0227         0.6430      164.8779    0.8030      3.0503      1.0035      1.2000    
20        18        67        183       74        447           4.7269      1.0595         0.3431      130.0903    0.7774      2.9337      1.0100      1.1961    
20        19        197       308       80        573           7.5506      1.0063         0.1980      102.2335    1.3455      5.1266      1.0004      1.1138    
20        20        112       209       87        504           6.0360      1.0482         0.2782      108.2574    1.0023      3.7948      1.0068      1.1525    
20        21        155       287       87        500           8.0683      1.1719         0.2216      103.1465    1.2157      4.5092      1.0276      1.1339    
20        22        47        361       87        359           3.7364      1.0969         0.2974      209.3984    0.6327      2.3743      1.0157      1.3793    
20        23        78        413       93        433           4.4005      1.0090         0.2203      159.4505    0.8112      3.0921      1.0000      1.2252    
20        24        110       183       96        514           6.9273      1.1918         0.3024      110.6492    1.0392      3.8339      1.0332      1.1429    
20        25        280       81        101       726           9.8181      1.1106         0.1937      75.2862     1.6084      6.0663      1.0106      1.0811    
20        26        126       322       100       488           6.3676      1.0273         0.3064      117.0998    1.0939      4.1367      1.0079      1.1415    
20        27        18        394       98        782           1.6311      0.9785         0.3818      293.7551    0.2815      1.0730      1.0000      0.9000    
20        28        86        49        103       494           6.0235      1.1552         0.3054      105.8218    0.9181      3.4329      1.0194      1.1773    
20        29        244       217       110       764           10.0374     1.1573         0.3498      94.4554     1.5696      5.8353      1.0253      1.0807    
20        30        225       430       110       694           9.9262      1.2110         0.2465      97.5050     1.4882      5.4274      1.0452      1.0479    
20        31        107       445       107       403           5.8796      1.0571         0.2711      117.9618    0.9928      3.7558      1.0076      1.1628    
20        32        44        358       106       384           3.8032      1.1213         0.3334      185.6845    0.6128      2.2745      1.0270      1.3455    
20        33        53        263       107       363           4.7542      1.1875         0.3246      161.8461    0.7184      2.6625      1.0285      1.3158    
20        34        113       238       112       367           6.5534      1.1353         0.2817      133.7723    1.0380      3.8716      1.0219      1.1713    
20        35        191       144       120       624           8.7229      1.1452         0.3229      97.4030     1.3618      5.0847      1.0209      1.1091    
20        36        182       245       121       487           7.7613      1.0609         0.3327      115.7891    1.3000      4.8910      1.0131      1.1155    
20        37        91        267       119       439           4.5173      1.0015         0.2407      134.1128    0.8165      3.1121      1.0000      1.2321    
20        38        21        51        127       832           2.6771      1.1230         0.5103      155.8154    0.4131      1.5228      1.0340      1.5238    
20        39        136       472       137       572           8.0654      1.2299         0.3896      121.5487    1.1975      4.3519      1.0488      1.1029    
20        40        126       93        135       477           6.5049      1.0671         0.2721      110.5702    1.1069      4.1897      1.0071      1.1222    
20        41        61        104       134       358           4.8070      1.1608         0.3258      145.2100    0.7415      2.7707      1.0201      1.2135    
20        42        107       371       137       490           5.7811      1.0253         0.2307      128.4483    0.9964      3.7746      1.0062      1.1543    
20        43        80        217       137       473           5.7540      1.1469         0.3036      139.0558    0.8763      3.2631      1.0236      1.1628    
20        44        123       289       138       497           6.8077      1.1035         0.2362      106.6069    1.0868      4.1040      1.0094      1.1610    
20        45        92        247       139       426           6.0486      1.1634         0.2680      133.0989    0.9234      3.4126      1.0314      1.2239    
20        46        189       321       142       598           8.6495      1.1500         0.2220      101.5304    1.3643      5.0847      1.0227      1.0991    
20        47        17        435       146       790           1.6356      0.9740         0.4074      278.0405    0.2815      1.0730      1.0000      0.9000    
20        48        107       165       149       473           7.6971      1.2925         0.3853      136.2266    1.0979      3.8716      1.0809      1.1977    
20        49        81        465       152       460           5.3248      1.1096         0.3180      171.7506    0.8902      3.3511      1.0126      1.1618    
20        50        137       351       159       593           6.5317      1.0227         0.4714      134.4111    1.1232      4.2564      1.0059      1.1228    
20        51        175       405       163       623           7.8256      1.1018         1.0450      172.1297    1.2678      4.7613      1.0150      1.0997    
20        52        213       305       176       659           8.7748      1.1046         0.3154      99.3917     1.4149      5.2664      1.0241      1.0710    
20        53        42        81        177       400           3.9174      1.1686         0.3941      135.6553    0.5843      2.1669      1.0278      1.4348    
20        54        222       104       176       690           9.6998      1.2192         0.3459      90.6261     1.4663      5.3492      1.0449      1.1038    
20        55        81        201       176       429           6.5847      1.2484         0.2846      159.1583    0.9468      3.2860      1.0982      1.0556    
20        56        164       265       179       577           7.9236      1.1371         0.2841      104.5823    1.2364      4.6074      1.0229      1.0989    
