site      roi       npix      medx      medy      neuropil_pix  radius      aspect_ratio   skew        std         mrs         mrs0        compact     solidity  
3         112       102       18        465       434           5.6951      1.0728         0.4423      146.9566    0.8442      3.6431      1.0070      1.1899    
3         113       37        199       465       399           3.4309      1.0252         0.6423      146.4806    0.5117      2.1962      1.0126      1.2364    
3         114       156       339       470       560           6.7184      1.0710         0.0567      143.3048    1.0031      4.3365      1.0052      1.1515    
3         115       142       385       474       550           6.4144      1.0979         0.0130      235.0198    0.9849      4.2236      1.0134      1.1300    
3         116       39        241       474       398           4.9711      1.3403         0.7023      123.0341    0.5858      2.2499      1.1314      1.2414    
3         117       105       280       476       417           7.3314      1.2581         0.3056      155.1523    0.9083      3.7366      1.0564      1.1314    
3         118       18        247       474       770           2.5429      1.1106         0.9035      154.8256    0.3402      1.4209      1.0404      1.6471    
3         119       122       48        480       546           6.9448      1.1627         0.7486      131.4446    0.9334      3.9444      1.0283      1.1282    
3         120       32        295       479       610           3.6512      1.1495         0.6910      154.0794    0.4902      2.0674      1.0303      1.3953    
3         121       80        417       482       430           4.5182      1.0071         0.3541      126.7120    0.7161      3.1121      1.0000      1.2321    
3         122       36        281       483       590           3.3516      1.0977         0.7213      224.2734    0.5029      2.1669      1.0085      1.3200    
3         123       184       294       489       435           7.1808      1.0626         0.1850      182.2487    1.1350      4.9050      1.0056      1.1184    
3         124       62        363       490       408           4.5155      1.1236         0.4601      163.7797    0.6646      2.8660      1.0078      1.2473    
3         125       56        458       492       392           3.9132      1.0454         0.4866      77.5386     0.5599      2.4330      1.0000      1.2923    
3         126       69        308       495       830           4.5486      1.0481         0.4504      135.8387    0.6804      2.9337      1.0078      1.2577    
3         127       20        212       494       806           2.9078      1.2224         1.0240      172.3188    0.3657      1.5228      1.0437      1.6000    
3         128       37        272       496       352           3.7393      1.1510         0.6726      167.6179    0.5071      2.1669      1.0169      1.4348    
