site           roi      hw_raw     hw_norm   orth_norm
22.0          65.0       67.98       59.38     0.12103
22.0          66.0        80.6       60.75      0.2209
22.0          67.0       65.55          59     0.12742
22.0          68.0       72.38       56.92     0.17954
22.0          69.0       87.91       66.28     0.18211
22.0          70.0       61.29       50.53     0.12232
22.0          71.0       67.76       55.13     0.19063
22.0          72.0       70.82       61.61     0.13258
22.0          73.0       60.45       50.46     0.11332
22.0          74.0       69.84          57     0.18498
22.0          75.0       78.71        60.6     0.21623
22.0          76.0       68.21       53.47     0.16804
22.0          77.0        67.2       56.94     0.14429
22.0          78.0       72.85       66.15    0.092524
22.0          79.0       64.69        54.3     0.16558
22.0          80.0       68.09       60.24     0.13037
22.0          81.0       72.67       62.65     0.20359
22.0          82.0        64.8       57.88     0.10448
22.0          83.0       68.54       61.97     0.15042
22.0          84.0       50.87       46.35    0.095525
22.0          85.0       72.36       58.11     0.17501
22.0          86.0       97.05       67.56     0.37939
22.0          87.0       73.98       64.19      0.1615
22.0          88.0       72.99       59.91     0.19597
22.0          89.0       112.5       61.83     0.34473
22.0          90.0       62.99       55.26     0.11855
22.0          91.0       63.87       54.73     0.12881
22.0          92.0      114.75       71.74     0.39068
22.0          93.0       65.07       55.15     0.14093
22.0          94.0       54.36       49.49    0.091359
22.0          95.0       91.69       59.23     0.35565
22.0          96.0       61.72       53.43     0.12912
22.0          97.0       88.69       55.83     0.32095
22.0          98.0       62.96       57.49    0.096739
22.0          99.0      133.07       95.49     0.59832
22.0         100.0      115.75       71.32     0.54698
22.0         101.0         108       56.12     0.42184
22.0         102.0       74.52       61.75     0.16773
22.0         103.0      100.65       69.35     0.32149
22.0         104.0       71.54       63.31     0.14089
22.0         105.0        99.8       68.64     0.23969
22.0         106.0       83.72       61.04     0.26655
22.0         107.0       64.53       51.43     0.18908
22.0         108.0       70.21       59.37     0.18352
22.0         109.0          76       63.41     0.16131
22.0         110.0       69.63       60.82     0.13094
22.0         111.0       88.23       63.65      0.2838
22.0         112.0       96.27        68.5     0.30308
22.0         113.0       62.53       50.03     0.22525
22.0         114.0       94.98       70.92     0.31685
22.0         115.0      103.36       69.43     0.32184
22.0         116.0       89.27       80.31      0.1478
22.0         117.0       79.74       63.77     0.20673
22.0         118.0       85.55       67.95     0.22335
22.0         119.0       80.27       59.45     0.29039
22.0         120.0       78.55       65.46     0.18952
22.0         121.0        67.3       56.93     0.17666
22.0         122.0      113.45       86.96      0.3505
22.0         123.0       73.03       58.55     0.20898
22.0         124.0       86.36       59.66     0.18563
22.0         125.0       49.34       46.87    0.061055
22.0         126.0       88.41       59.14      0.3532
22.0         127.0      107.35       74.39     0.35779
22.0         128.0       63.55        57.8     0.11441
22.0         129.0       83.47       70.35     0.17465
22.0         130.0       74.88       62.31     0.16625
22.0         131.0      136.42       57.64     0.29397
22.0         132.0       87.74       73.45     0.23135
22.0         133.0       88.86        70.1     0.24685
22.0         134.0        65.4       61.29    0.074466
22.0         135.0      100.01        67.1     0.43659
22.0         136.0       51.88       49.32    0.051267
22.0         137.0       82.43       70.29     0.18375
22.0         138.0       59.01       47.61     0.20791
22.0         139.0        null        null        null
22.0         140.0       89.03          71     0.21828
22.0         141.0      100.98       69.63     0.38487
22.0         142.0          92       70.76     0.22945
22.0         143.0        null        null        null
22.0         144.0       79.57       69.84     0.15523
22.0         145.0       75.47        61.9     0.18688
22.0         146.0       70.53       63.26     0.14222
22.0         147.0       96.42       78.23     0.28598
22.0         148.0       61.86       54.78     0.14753
22.0         149.0       60.42        54.9    0.094241
22.0         150.0       70.56       63.43     0.10934
22.0         151.0        null        null        null
22.0         152.0       46.71       45.96    0.018321
22.0         153.0       76.24       66.79     0.13993
22.0         154.0       65.68       60.76    0.099345
22.0         155.0       47.68       45.15    0.059101
22.0         156.0        null        null        null
22.0         157.0       86.26       74.86     0.18441
22.0         158.0      103.33       86.92     0.27975
22.0         159.0       68.65       62.97     0.10681
22.0         160.0       50.12        41.5      0.1959
22.0         161.0       62.51       58.74    0.063707
22.0         162.0       60.12        56.7    0.063272
22.0         163.0       89.81       51.61     0.24371
22.0         164.0       77.22       65.92      0.1532
22.0         165.0       82.94        65.8     0.16422
22.0         166.0       80.34       67.12     0.18972
22.0         167.0       60.88       56.43    0.070495
22.0         168.0       97.62       74.34     0.29574
22.0         169.0        52.5       43.57     0.22632
22.0         170.0       68.22       42.83     0.36721
22.0         171.0        69.7        59.5     0.12882
22.0         172.0       76.08       66.62     0.15594
22.0         173.0       75.38       61.74     0.20488
22.0         174.0       80.04       66.58     0.21348
22.0         175.0       80.11       69.76     0.17478
22.0         176.0       75.49       64.05      0.1845
22.0         177.0       78.65       62.24     0.23326
22.0         178.0       71.29       61.91     0.16446
22.0         179.0       77.17        64.6     0.18387
22.0         180.0        75.5       65.49     0.12992
24.0           0.0       57.58       52.63     0.10841
24.0           1.0       72.58       63.43     0.14227
24.0           2.0       50.12       48.47    0.042884
24.0           3.0       55.78       50.54     0.11339
24.0           4.0       80.24       64.42     0.26032
24.0           5.0       49.75       49.23     0.01161
24.0           6.0       53.01       52.11    0.020796
24.0           7.0       56.08       57.03   -0.027668
24.0           8.0          55       52.26    0.063572
24.0           9.0       64.97       58.17      0.1316
24.0          10.0       65.88       55.82     0.16228
24.0          11.0       83.37       61.32     0.22128
24.0          12.0       52.46       50.56    0.032923
24.0          13.0       54.49       52.18    0.053386
24.0          14.0      106.57       84.52     0.25775
24.0          15.0      105.98       76.83      0.3931
24.0          16.0       53.89       50.85    0.064692
24.0          17.0        58.5       49.59     0.17281
24.0          18.0       76.04        62.1      0.1882
24.0          19.0       58.96       58.26     0.01529
24.0          20.0       61.54        58.6    0.065449
24.0          21.0      103.56       63.55     0.46653
24.0          22.0      108.16       76.23     0.29352
24.0          23.0       78.29       63.38     0.20849
24.0          24.0        null        null        null
24.0          25.0       51.06       44.28     0.19153
24.0          26.0       60.09       50.75     0.18284
24.0          27.0       85.48       62.54     0.32218
24.0          28.0       78.93       68.66    0.096014
24.0          29.0       74.35       64.26     0.15116
24.0          30.0       93.28       74.81      0.2454
24.0          31.0       63.47       49.76     0.23149
24.0          32.0       46.69       42.89    0.093994
24.0          33.0       58.06       64.84    -0.18062
24.0          34.0       85.18       76.51     0.17232
24.0          35.0      101.89       77.47     0.32154
24.0          36.0        51.9       45.62     0.12464
24.0          37.0       74.16       64.83     0.19391
24.0          38.0        92.2       61.95     0.29629
24.0          39.0       52.43       51.69     0.02073
24.0          40.0       74.26        61.8     0.27918
24.0          41.0        null        null        null
24.0          42.0      100.65       75.12      0.3156
24.0          43.0       95.54       73.41     0.35232
24.0          44.0       80.66        59.6     0.27962
24.0          45.0      107.85       64.15     0.36845
24.0          46.0        86.6       68.24     0.30719
24.0          47.0       63.23       50.65     0.21621
24.0          48.0       48.92       46.34    0.058352
24.0          49.0        46.8       42.21     0.12351
24.0          50.0       55.55        53.8    0.038619
24.0          51.0      106.46          57     0.36311
24.0          52.0       64.69       49.62     0.20398
24.0          53.0        77.3       48.58     0.32366
24.0          54.0       74.02       47.08     0.33567
24.0          55.0       65.47       52.59     0.22378
24.0          56.0       40.51        39.9    0.014547
24.0          57.0       85.78       68.23     0.24602
24.0          58.0       70.63       61.79     0.15676
24.0          59.0       82.44       61.89     0.39483
24.0          60.0       68.83       58.44     0.18902
24.0          61.0       76.08       61.81     0.20722
24.0          62.0       75.74       62.91     0.18266
24.0          63.0        null        null        null
24.0          64.0       83.41       60.95     0.21482
24.0          65.0       85.83       76.58     0.18868
24.0          66.0       40.32       40.63   -0.012545
24.0          67.0       58.51       53.01    0.070298
24.0          68.0       40.07       39.45    0.019928
24.0          69.0       44.56       45.23    -0.02251
24.0          70.0       94.68       77.17     0.28687
24.0          71.0       59.48        54.4    0.098643
24.0          72.0       50.63       48.12    0.042565
24.0          73.0      111.59       87.35      0.2486
24.0          74.0       56.52       52.26    0.079211
24.0          75.0        null        null        null
24.0          76.0       45.72        44.4    0.038634
24.0          77.0       66.29       51.16     0.25424
24.0          78.0       44.12       44.27     -0.0124
24.0          79.0       62.63       53.24     0.18865
24.0          80.0       60.23       55.71    0.092297
24.0          81.0       52.66       47.12     0.11083
24.0          82.0       83.87       58.71     0.21053
24.0          83.0       82.83       60.06     0.19834
24.0          84.0       48.52       43.87     0.10079
24.0          85.0       49.19        47.4    0.047866
24.0          86.0       68.44       62.22     0.11163
24.0          87.0       82.13        58.7     0.24454
24.0          88.0       86.71       73.83     0.16003
24.0          89.0       48.39       45.21    0.080333
24.0          90.0        40.7       40.57   0.0047872
24.0          91.0       48.19       44.19     0.11122
24.0          92.0       47.55       44.76    0.083157
24.0          93.0       65.49       55.14     0.13985
24.0          94.0       48.07       44.26    0.087903
24.0          95.0       40.27       40.07  0.00063499
24.0          96.0       71.69       67.94    0.084046
24.0          97.0        52.9       44.88     0.13629
24.0          98.0       48.93       44.95    0.095425
24.0          99.0        null        null        null
24.0         100.0       43.75        43.2   0.0082475
24.0         101.0       54.96       54.39    0.044352
24.0         102.0       47.51       44.98    0.052288
24.0         103.0       57.65       55.21    0.039244
24.0         104.0       52.64       50.63    0.021708
24.0         105.0       59.95       55.02     0.12078
24.0         106.0        null        null        null
24.0         107.0       55.69       53.73    0.028525
24.0         108.0       69.66       57.57     0.21064
24.0         109.0        null        null        null
24.0         110.0        null        null        null
24.0         111.0       46.75       41.86    0.090318
24.0         112.0       47.61       43.58     0.10493
24.0         113.0       65.75       47.73     0.27111
24.0         114.0        null        null        null
24.0         115.0        null        null        null
24.0         116.0       61.77       58.09    0.050683
24.0         117.0         135       50.95     0.55612
24.0         118.0       61.33       53.69     0.16549
24.0         119.0       72.31       66.67     0.10217
24.0         120.0       65.24       53.15     0.19864
24.0         121.0       52.38       42.93     0.20482
24.0         122.0        null        null        null
24.0         123.0       78.75       72.78     0.10438
24.0         124.0       45.66       46.68   -0.037093
24.0         125.0        52.9       49.28     0.08679
24.0         126.0       48.34       47.18    0.031692
24.0         127.0        null        null        null
24.0         128.0          56       54.51    0.033455
24.0         129.0       49.48       49.92   -0.011529
24.0         130.0       48.73       42.75     0.13533
24.0         131.0        44.2       39.04      0.1593
24.0         132.0       39.88       38.74    0.039813
24.0         133.0       56.33       50.75     0.12138
24.0         134.0       53.06       49.07     0.10537
24.0         135.0       41.53        39.2    0.074783
24.0         136.0       59.42       50.15     0.20028
24.0         137.0        null        null        null
24.0         138.0        null        null        null
24.0         139.0       51.42       49.68    0.047577
24.0         140.0       43.01       43.19   -0.007875
24.0         141.0        50.1        49.2    0.019354
24.0         142.0        61.5       58.77    0.057925
24.0         143.0       38.59       40.41    -0.07008
24.0         144.0        null        null        null
24.0         145.0       70.77       66.59    0.099652
24.0         146.0        null        null        null
24.0         147.0        null        null        null
24.0         148.0       63.74       58.72    0.099018
24.0         149.0       42.83       43.16  -0.0020778
24.0         150.0       74.64       59.59     0.30772
24.0         151.0       57.53       54.53    0.067608
24.0         152.0        null        null        null
24.0         153.0        null        null        null
24.0         154.0       47.28       50.06   -0.080108
24.0         155.0        null        null        null
24.0         156.0        null        null        null
24.0         157.0        null        null        null
25.0           0.0       62.23       54.73     0.14587
25.0           1.0       57.53        51.8     0.10862
25.0           2.0       57.73       57.84  -0.0047672
25.0           3.0       56.02       49.92     0.14553
25.0           4.0       62.09        50.7     0.19093
25.0           5.0        60.9       54.39     0.14316
25.0           6.0       53.38       42.84     0.22595
25.0           7.0       53.05       47.94    0.093352
25.0           8.0       50.24       47.92    0.066892
25.0           9.0       55.33       57.94   -0.076883
25.0          10.0        72.4       63.27     0.17377
25.0          11.0      100.98       84.42     0.23418
25.0          12.0          86       65.37     0.24934
25.0          13.0       64.61       54.81     0.18429
25.0          14.0        null        null        null
25.0          15.0      106.72       71.36     0.31436
25.0          16.0      111.18        65.5     0.33659
25.0          17.0       77.37       49.51     0.42859
25.0          18.0       76.73       62.65     0.20267
25.0          19.0       39.05       33.09      0.2231
25.0          20.0       69.44        45.9     0.26058
25.0          21.0        null        null        null
25.0          22.0       69.32       55.38     0.24061
25.0          23.0       55.98       48.02     0.14453
25.0          24.0        null        null        null
25.0          25.0        42.7       45.55    -0.10002
25.0          26.0      106.03       65.95     0.38631
25.0          27.0       51.44       39.24     0.30496
25.0          28.0       45.56       45.57   -0.010005
25.0          29.0        null        null        null
25.0          30.0        null        null        null
25.0          31.0       55.77       52.69    0.060517
25.0          32.0      123.02       85.24     0.43946
25.0          33.0        null        null        null
25.0          34.0       40.26       40.49  -0.0076454
25.0          35.0        null        null        null
25.0          36.0        86.7       66.27     0.31183
25.0          37.0        null        null        null
25.0          38.0       72.58       54.21      0.2355
25.0          39.0       68.24       47.62     0.33309
25.0          40.0       92.17        70.2      0.2942
25.0          41.0       87.07       66.99     0.28766
25.0          42.0       66.96       47.82     0.22467
25.0          43.0       71.73       58.38     0.21454
25.0          44.0        null        null        null
25.0          45.0        null        null        null
25.0          46.0        null        null        null
25.0          47.0       83.78       71.82     0.17359
25.0          48.0       44.59       43.17    0.058139
25.0          49.0       63.76       50.69     0.24895
25.0          50.0       98.11       48.69     0.32384
25.0          51.0       91.55       62.14     0.33781
25.0          52.0       70.41       66.24    0.070623
25.0          53.0       64.95       58.25     0.14697
25.0          54.0        null        null        null
25.0          55.0        null        null        null
25.0          56.0       72.02       61.29     0.16346
25.0          57.0          54       43.15     0.25057
25.0          58.0       72.34       57.73     0.21894
25.0          59.0       57.87       56.79     0.02611
25.0          60.0       46.06        43.2    0.078854
25.0          61.0       58.81       52.36     0.09851
25.0          62.0        null        null        null
25.0          63.0       63.12       55.96     0.13552
25.0          64.0       45.77       43.17    0.071089
25.0          65.0       62.97       58.51    0.091979
25.0          66.0       98.58       58.63     0.43071
25.0          67.0       47.95       45.84    0.058107
25.0          68.0       60.41       55.89     0.11101
25.0          69.0       60.74       48.29     0.18504
25.0          70.0       53.58       50.76    0.074881
25.0          71.0       51.02       45.16     0.14951
25.0          72.0       50.02       46.72    0.078206
25.0          73.0       42.33       41.73    0.018541
25.0          74.0       65.28        57.9     0.12618
25.0          75.0       47.15       44.54    0.075632
25.0          76.0       60.85       56.01     0.10501
25.0          77.0       56.78       53.33    0.074347
25.0          78.0       46.45       44.03    0.075886
25.0          79.0       52.58       51.28    0.028848
25.0          80.0       60.77       58.34     0.05026
25.0          81.0       49.26       45.93    0.076705
25.0          82.0       45.91       45.16    0.010211
25.0          83.0       66.95       59.23     0.10289
25.0          84.0       47.02       46.62   0.0057333
25.0          85.0       40.46       39.67    0.026468
25.0          86.0       40.68       40.79  -0.0062939
25.0          87.0       61.65       58.29    0.087372
25.0          88.0       59.28       59.17   0.0030822
25.0          89.0       61.63       53.95     0.14132
25.0          90.0       77.14       66.11     0.15183
25.0          91.0       44.79        42.3    0.069684
25.0          92.0       48.91       45.84     0.07786
25.0          93.0        null        null        null
25.0          94.0       50.85       49.05    0.039469
25.0          95.0       53.23        53.1   0.0028299
25.0          96.0       60.75       51.11     0.20686
25.0          97.0       74.05       55.85      0.2943
25.0          98.0       45.66       44.41     0.03941
25.0          99.0       67.77       43.23     0.32334
25.0         100.0       55.96       47.45      0.1943
25.0         101.0       55.71       41.25     0.29178
25.0         102.0        48.6       43.68     0.11055
25.0         103.0       63.51       56.35     0.14137
25.0         104.0       80.39       67.17     0.19776
25.0         105.0       66.99       54.82     0.13977
25.0         106.0       44.73       41.92    0.084648
25.0         107.0        null        null        null
25.0         108.0        40.2        40.6   -0.012981
25.0         109.0       57.03       55.65    0.022887
25.0         110.0       90.71       68.75     0.29629
25.0         111.0       84.05       58.99     0.33659
25.0         112.0       48.35       46.93    0.031972
25.0         113.0       62.71       49.84     0.30966
25.0         114.0       51.64       47.94    0.098243
25.0         115.0        40.3       39.72    0.017646
25.0         116.0       89.88       68.06     0.29207
25.0         117.0       57.87       53.73    0.074595
25.0         118.0       49.54       48.32    0.027279
25.0         119.0        null        null        null
25.0         120.0       55.46       51.05     0.12438
25.0         121.0       50.81       43.96     0.16543
25.0         122.0       87.68       67.54     0.13596
25.0         123.0       69.27       61.17     0.14444
25.0         124.0       76.37       70.45      0.1244
25.0         125.0        57.4       56.84   0.0091212
25.0         126.0       58.54       52.76     0.14438
25.0         127.0       45.32       45.39  -0.0032696
25.0         128.0       56.84       54.65    0.045972
25.0         129.0       53.46       48.36     0.12555
25.0         130.0       53.63       52.95     0.02021
25.0         131.0       42.85       42.48    0.011452
25.0         132.0       84.87       87.58   -0.079161
25.0         133.0        94.6       87.29     0.15863
25.0         134.0        null        null        null
25.0         135.0       52.61       48.83    0.098146
25.0         136.0       61.69       61.22     0.01208
25.0         137.0       62.71       59.16    0.058613
25.0         138.0        61.8       59.17    0.064242
25.0         139.0        null        null        null
25.0         140.0        null        null        null
25.0         141.0       41.89        42.7   -0.027688
25.0         142.0       73.87       60.78     0.19876
26.0           0.0       48.63       46.57     0.05053
26.0           1.0        65.1       61.68     0.10093
26.0           2.0       61.15       54.19    0.083669
26.0           3.0       61.01       54.57     0.12231
26.0           4.0       66.49       58.15     0.17222
26.0           5.0       53.31       47.37     0.14515
26.0           6.0       59.13       53.55     0.11354
26.0           7.0       49.45        46.8    0.072888
26.0           8.0       55.28       57.33   -0.065787
26.0           9.0       60.68       52.64     0.15953
26.0          10.0       75.63       60.12     0.23238
26.0          11.0       70.22       60.92     0.15582
26.0          12.0       51.57       51.41   0.0053199
26.0          13.0      114.58       48.16     0.39181
26.0          14.0       70.61       63.37     0.11172
26.0          15.0       68.84       65.55    0.079001
26.0          16.0       72.52       54.04      0.2789
26.0          17.0       67.44       53.82     0.25993
26.0          18.0        null        null        null
26.0          19.0       76.92        63.1     0.25006
26.0          20.0       47.79       46.98    0.020835
26.0          21.0       78.48       65.23     0.22123
26.0          22.0        null        null        null
26.0          23.0       88.63       77.69     0.16747
26.0          24.0      106.31       85.68      0.3327
26.0          25.0        null        null        null
26.0          26.0       87.83       77.26      0.1888
26.0          27.0        70.8       64.13     0.12137
26.0          28.0       45.92       45.69   0.0076537
26.0          29.0        null        null        null
26.0          30.0       93.22          59     0.38653
26.0          31.0       68.44       52.04     0.26579
26.0          32.0        null        null        null
26.0          33.0        null        null        null
26.0          34.0        67.6       63.42    0.079905
26.0          35.0       91.84       61.85     0.42833
26.0          36.0       84.01       66.05     0.27472
26.0          37.0       95.97       62.01     0.33706
26.0          38.0      101.13       58.47     0.36271
26.0          39.0        null        null        null
26.0          40.0        null        null        null
26.0          41.0       80.26       62.46     0.22823
26.0          42.0      139.23       60.92     0.50282
26.0          43.0        null        null        null
26.0          44.0        null        null        null
26.0          45.0       80.67        52.5     0.34122
26.0          46.0       69.59       64.91    0.087261
26.0          47.0      113.94       72.47     0.40791
26.0          48.0       47.61       45.13    0.067381
26.0          49.0       80.91       53.43     0.31366
26.0          50.0      122.75       97.78     0.34464
26.0          51.0      119.93       74.65     0.39517
26.0          52.0       69.08       62.47     0.10248
26.0          53.0       57.42       50.89     0.13998
26.0          54.0       60.49       54.76     0.10161
26.0          55.0       79.69       57.35     0.25712
26.0          56.0       55.05       52.54    0.062484
26.0          57.0       62.09        55.2     0.12757
26.0          58.0       57.67        43.9     0.30152
26.0          59.0        56.7       52.79    0.093522
26.0          60.0       75.58       57.34     0.24655
26.0          61.0        null        null        null
26.0          62.0       46.52       42.99    0.097302
26.0          63.0       54.62       55.78   0.0020487
26.0          64.0       97.37       66.93     0.31548
26.0          65.0       68.43       53.97     0.24317
26.0          66.0       52.45        48.2    0.090924
26.0          67.0       47.09       45.83    0.033355
26.0          68.0       44.88       44.54   0.0070993
26.0          69.0        51.1          47     0.10162
26.0          70.0       72.52       64.24     0.15492
26.0          71.0       54.29       53.62    0.004492
26.0          72.0       48.87       48.66   0.0040302
26.0          73.0       75.47       60.11     0.32078
26.0          74.0       46.75        44.3    0.072565
26.0          75.0       59.52        57.8    0.036134
26.0          76.0       51.63       42.04     0.19024
26.0          77.0       42.84       40.94    0.057717
26.0          78.0       49.94       43.59     0.15087
26.0          79.0       64.01       53.66     0.22797
26.0          80.0       71.65       62.38     0.14757
26.0          81.0       48.94       47.38    0.039822
26.0          82.0       86.74       72.44     0.26818
26.0          83.0        73.1       51.74     0.26008
26.0          84.0       45.71       44.65    0.033003
26.0          85.0       44.38        43.7    0.020179
26.0          86.0       40.68       43.63   -0.092501
26.0          87.0       48.73       47.43    0.040992
26.0          88.0       80.22       55.12     0.32328
26.0          89.0       63.45       58.69     0.11752
26.0          90.0        null        null        null
26.0          91.0       47.17       47.24  -0.0031903
26.0          92.0        55.5       51.31      0.1365
26.0          93.0        null        null        null
26.0          94.0        44.5       40.87      0.1043
26.0          95.0       72.84       48.75     0.28357
26.0          96.0       56.85       53.47    0.087697
26.0          97.0        null        null        null
26.0          98.0       48.23       46.97     0.03878
26.0          99.0       50.02       41.06     0.25765
26.0         100.0       53.93       50.14    0.091198
26.0         101.0       48.27       41.87     0.20341
26.0         102.0       47.52       46.07    0.043037
26.0         103.0       40.24       40.19   0.0022238
26.0         104.0       55.59       49.66     0.17339
26.0         105.0       55.82        53.2    0.069407
26.0         106.0       44.81       43.45    0.038529
26.0         107.0       79.15        68.6     0.17706
26.0         108.0       70.89       73.45   -0.053115
26.0         109.0       59.58       57.31    0.057509
26.0         110.0       45.58       42.54    0.089798
26.0         111.0       60.54       50.35     0.15028
26.0         112.0       88.49       73.95     0.23413
26.0         113.0       55.05       52.48    0.062961
26.0         114.0       49.77       44.39     0.13833
26.0         115.0       62.02       60.97    0.025081
26.0         116.0       64.69       60.41     0.10599
26.0         117.0        null        null        null
26.0         118.0       48.56       49.59   -0.029528
26.0         119.0       55.41       53.98    0.039334
26.0         120.0       56.61       50.44      0.1513
26.0         121.0       61.18       52.14     0.19929
26.0         122.0       53.24       51.32    0.045888
26.0         123.0       53.69       52.18    0.039352
26.0         124.0       84.55       76.95     0.11205
26.0         125.0       41.75       41.72    0.001571
26.0         126.0       69.71       61.81     0.14601
26.0         127.0        null        null        null
26.0         128.0       67.86       55.82     0.26784
26.0         129.0       51.52       47.58     0.11987
26.0         130.0       54.35       46.41     0.18045
26.0         131.0       65.17       55.75      0.2522
26.0         132.0       52.66       53.45    -0.02123
26.0         133.0        null        null        null
26.0         134.0       41.94       42.91   -0.033771
26.0         135.0       49.06       43.91     0.12276
26.0         136.0       49.93       51.16   -0.037009
26.0         137.0       51.23       44.99     0.12836
26.0         138.0       49.77       50.89   -0.029825
26.0         139.0       44.04       46.24   -0.067859
26.0         140.0       48.34       50.19   -0.050523
26.0         141.0        null        null        null
27.0           0.0       48.26       52.16    -0.12313
27.0           1.0       54.34       48.07      0.1256
27.0           2.0       63.33       55.36     0.14417
27.0           3.0       45.57       48.58    -0.12263
27.0           4.0       62.68       50.95     0.22459
27.0           5.0       76.27       59.12     0.20865
27.0           6.0        62.9       53.88     0.19714
27.0           7.0       64.12       58.06     0.11757
27.0           8.0       65.79       63.41    0.037426
27.0           9.0       60.05       53.83    0.097474
27.0          10.0       50.27       46.14     0.11861
27.0          11.0       76.81        52.2     0.25249
27.0          12.0      123.22       73.74     0.45126
27.0          13.0        72.4       59.74     0.20606
27.0          14.0        null        null        null
27.0          15.0        null        null        null
27.0          16.0       35.89       41.06    -0.21555
27.0          17.0       43.92       40.55     0.11015
27.0          18.0       67.08       61.67     0.10137
27.0          19.0        null        null        null
27.0          20.0       71.33       59.59     0.11771
27.0          21.0       42.22       43.37   -0.037743
27.0          22.0        null        null        null
27.0          23.0       59.48       43.21     0.28313
27.0          24.0       57.04       56.82  -0.0010844
27.0          25.0       53.05       50.46    0.052661
27.0          26.0       62.72       64.25   -0.026157
27.0          27.0        51.8       45.05     0.15995
27.0          28.0      102.85       51.71     0.42961
27.0          29.0       96.38       78.67     0.30262
27.0          30.0       83.34       54.47     0.31964
27.0          31.0        75.2       67.53     0.10607
27.0          32.0        null        null        null
27.0          33.0       67.51       57.53     0.13937
27.0          34.0       78.66       60.92     0.34877
27.0          35.0       52.75       44.03     0.18622
27.0          36.0       60.27       56.16    0.070706
27.0          37.0        null        null        null
27.0          38.0        81.4       46.19     0.21435
27.0          39.0        55.4       45.21      0.2669
27.0          40.0        59.5       47.77      0.2084
27.0          41.0       43.82          44   -0.011266
27.0          42.0       64.84       58.23     0.11713
27.0          43.0       74.83       62.59     0.15345
27.0          44.0       80.68        48.9     0.36463
27.0          45.0       64.66       60.68    0.080372
27.0          46.0        44.1       44.45   -0.012628
27.0          47.0       67.46        52.8     0.17341
27.0          48.0       79.33       81.95   -0.055199
27.0          49.0       63.05       60.02    0.056781
27.0          50.0       95.07       75.46     0.27154
27.0          51.0        64.9       59.66    0.080581
27.0          52.0      102.35       75.61     0.31283
27.0          53.0       52.69       52.16    0.014393
27.0          54.0       59.25        55.4    0.072553
27.0          55.0       47.83       47.13    0.027289
27.0          56.0        49.9       49.92  -0.0018422
27.0          57.0       50.53       48.77    0.048274
27.0          58.0        42.5       35.41     0.22846
27.0          59.0       55.76       48.06      0.1632
27.0          60.0       54.44       48.01    0.092989
27.0          61.0       44.54       44.46  -0.0077886
27.0          62.0       43.86        42.4    0.043834
27.0          63.0        63.8       54.68     0.14362
27.0          64.0       44.08       43.97  -0.0034819
27.0          65.0       74.67       53.24     0.27812
27.0          66.0       62.41       56.95      0.1198
27.0          67.0        50.9       47.22    0.083971
27.0          68.0       71.63       58.14     0.12904
27.0          69.0       40.02       41.78   -0.064838
27.0          70.0       72.32       62.12      0.1776
27.0          71.0       64.13       57.61     0.13026
27.0          72.0       41.48       40.79    0.023626
27.0          73.0       47.29        46.3    0.023091
27.0          74.0        null        null        null
27.0          75.0       50.61       45.67      0.1138
27.0          76.0       43.45       42.17    0.030646
27.0          77.0       46.61       38.68     0.21982
27.0          78.0       47.29       50.11   -0.079686
27.0          79.0       50.86       43.57     0.22587
27.0          80.0       44.09       42.55    0.046296
27.0          81.0       59.35        55.4      0.1273
27.0          82.0       53.57       46.22     0.18763
27.0          83.0        null        null        null
27.0          84.0       49.99       50.69   -0.015191
27.0          85.0       51.17       46.04     0.11952
27.0          86.0        48.6       47.15    0.037161
27.0          87.0       50.93       48.67    0.056383
27.0          88.0       58.95       51.53     0.17529
27.0          89.0       55.85       50.76     0.13889
27.0          90.0       63.71       60.94    0.049877
27.0          91.0       56.29       37.92      0.4347
27.0          92.0        47.1       46.82   0.0031823
27.0          93.0        null        null        null
27.0          94.0       50.39       42.92     0.21535
27.0          95.0       44.96       44.48    0.014729
27.0          96.0       49.99       49.05    0.027621
27.0          97.0       48.21        47.1    0.031818
27.0          98.0       59.88       54.07      0.1255
27.0          99.0        null        null        null
27.0         100.0       43.98       41.61    0.073604
27.0         101.0       58.63       55.96    0.060933
27.0         102.0       49.25       40.71     0.20671
27.0         103.0       60.87       46.64     0.31041
27.0         104.0        null        null        null
27.0         105.0        null        null        null
27.0         106.0       66.56          58      0.1748
27.0         107.0        63.1       56.59     0.14662
27.0         108.0          52       52.75   -0.018465
27.0         109.0        null        null        null
27.0         110.0        null        null        null
27.0         111.0       87.81       49.09     0.38962
27.0         112.0        null        null        null
27.0         113.0       55.41       51.87     0.10269
27.0         114.0       40.67       41.51   -0.036781
27.0         115.0       50.86       43.13     0.17987
27.0         116.0        null        null        null
27.0         117.0        47.3       40.56     0.20932
27.0         118.0       49.77       48.91    0.022408
27.0         119.0       50.35       48.73    0.076817
27.0         120.0       63.81       54.73     0.17585
27.0         121.0       62.73       58.59    0.098896
27.0         122.0          54       52.62    0.036303
27.0         123.0        null        null        null
27.0         124.0        null        null        null
27.0         125.0       49.06       50.47   -0.019034
27.0         126.0        54.1       54.22  -0.0029652
28.0           0.0       46.62       46.15    0.014118
28.0           1.0       53.89        54.2  -0.0076533
28.0           2.0       61.53       57.17    0.096491
28.0           3.0       53.18       52.78   0.0077071
