site        roi         bsf         bdr         dsi         osi         dcv         ocv         
24          33          1.28        150         0.23212     0.863149    0.556321    0.334319    
24          34          1.92        300         0.151011    0.358331    0.908883    0.808964    
24          35          3.84        30          0.154372    0.348831    0.936794    0.796822    
24          36          2.56        30          0.154796    0.883213    0.893787    0.475653    
24          37          3.84        0           0.0741672   0.433015    0.957085    0.720386    
24          38          1.92        270         0.269114    0.195685    0.82744     0.929653    
24          39          3.84        180         0.318166    0.877077    0.859118    0.274266    
24          40          3.84        30          0.180598    0.383116    0.94986     0.733412    
24          41          2.56        300         0.0669211   0.0498505   0.94324     0.969147    
24          42          2.56        210         0.242499    0.224486    0.92892     0.945806    
24          43          1.92        330         0.041936    0.331525    0.959859    0.815467    
24          44          2.56        330         0.0576502   0.203881    0.942524    0.900963    
24          45          1.92        0           0.044207    0.367289    0.909836    0.804217    
24          46          1.92        180         0.21787     0.43408     0.980671    0.748044    
24          47          0.96        180         0.773882    0.436022    0.572752    0.737322    
24          48          3.84        180         0.376974    0.792403    0.855679    0.401482    
24          49          2.56        210         0.331091    0.757974    0.847311    0.585962    
24          50          1.28        0           0.332117    0.798719    0.734242    0.385956    
24          51          2.56        210         0.295093    0.201714    0.884742    0.915156    
24          52          1.92        330         0.23465     0.388791    0.879384    0.789059    
24          53          3.84        30          0.211025    0.390296    0.946969    0.795292    
24          54          3.84        30          0.385615    0.280119    0.95906     0.802794    
24          55          2.56        210         0.155166    0.647934    0.921745    0.68687     
24          56          3.84        180         0.272334    0.847918    0.867348    0.276001    
24          57          3.84        0           0.057676    0.566703    0.887254    0.738086    
24          58          5.12        0           0.275365    0.721557    0.88677     0.599978    
24          59          3.84        30          0.261628    0.272583    0.959075    0.858175    
24          60          3.84        180         0.199691    0.585998    0.939794    0.639618    
24          61          3.84        180         0.563385    0.660247    0.881542    0.602268    
24          62          3.84        30          0.38772     0.485849    0.905521    0.691642    
24          63          2.56        60          0.10825     0.184027    0.940564    0.898883    
24          64          2.56        330         0.191996    0.422711    0.880896    0.774062    
24          65          3.84        0           0.234145    0.377805    0.897247    0.769965    
24          66          5.12        0           0.414159    1           0.642576    0.117706    
24          67          5.12        330         0.0396352   0.976697    0.948066    0.23781     
24          68          1.92        330         0.260618    0.966773    0.806347    0.20041     
24          69          1.92        0           0.707322    1           0.305465    0.177435    
24          70          3.84        30          0.11548     0.604553    0.936845    0.71764     
24          71          2.56        210         0.310953    0.653745    0.81007     0.663052    
24          72          2.56        330         0.122291    0.946024    0.894619    0.240187    
24          73          2.56        210         0.201493    0.69001     0.888733    0.723953    
24          74          3.84        180         0.0679158   0.742341    0.95748     0.432979    
24          75          3.84        180         0.253657    0.270055    0.966745    0.823395    
24          76          3.84        180         0.349664    0.745572    0.815716    0.394655    
24          77          2.56        210         0.154013    0.453392    0.980253    0.755235    
24          78          3.84        180         0.175601    0.968864    0.911709    0.184526    
24          79          1.92        330         0.114979    0.62126     0.941975    0.65308     
24          80          5.12        150         0.105618    0.938619    0.889957    0.421476    
24          81          2.56        330         0.195192    0.610454    0.913318    0.613208    
24          82          3.84        30          0.168817    0.628048    0.943023    0.589973    
24          83          3.84        330         0.0241337   0.568047    0.896154    0.677082    
24          84          3.84        330         0.089316    0.85942     0.942987    0.407205    
24          85          1.92        330         0.0628455   0.848475    0.824807    0.397121    
24          86          5.12        0           0.306436    0.635044    0.94311     0.540796    
24          87          1.92        180         0.424728    0.463025    0.853939    0.827896    
24          88          5.12        0           0.739737    0.629775    0.868354    0.544895    
24          89          3.84        180         0.406489    0.745571    0.939849    0.438321    
24          90          7.68        330         0.0401002   0.886872    0.910698    0.152813    
24          91          10.24       0           0.11734     0.831019    0.856641    0.271041    
24          92          3.84        150         0.412847    0.547501    0.703138    0.608264    
24          93          5.12        0           0.224003    0.812885    0.972342    0.502152    
24          94          7.68        330         0.240958    0.800184    0.890763    0.346545    
24          95          3.84        330         0.304242    0.907338    0.908188    0.299828    
24          96          3.84        30          0.312783    0.39205     0.901864    0.608415    
24          97          3.84        330         0.207228    0.35019     0.960501    0.747161    
24          98          7.68        330         0.0712969   0.861365    0.967956    0.328855    
24          99          2.56        180         0.0450078   0.522347    0.916262    0.892373    
24          100         7.68        330         0.186       1           0.763111    0.122771    
24          101         3.84        30          0.123655    0.848161    0.971549    0.409902    
24          102         3.84        330         0.225195    0.801356    0.969008    0.41748     
24          103         10.24       150         0.234905    0.79319     0.819471    0.327322    
24          104         10.24       150         0.154648    0.929785    0.891932    0.201493    
24          105         5.12        0           0.229998    0.720517    0.896493    0.613882    
24          106         0.64        90          1           1           0.547216    0.423455    
24          107         3.84        180         0.269152    0.794974    0.926868    0.472279    
24          108         3.84        330         0.107715    0.471173    0.927407    0.772553    
24          109         0.96        30          0.768413    0.167989    0.552356    0.730035    
24          110         2.56        30          0.106019    0.458468    0.831629    0.752217    
24          111         10.24       330         0.000602322 0.965201    0.940276    0.235554    
24          112         10.24       150         0.0681401   0.920068    0.952004    0.268009    
24          113         3.84        120         0.20547     0.455716    0.961936    0.693473    
24          114         1.92        300         0.35707     0.0856889   0.883505    0.890895    
24          115         2.56        240         0.537125    0.188067    0.799511    0.796958    
24          116         10.24       150         0.123368    0.960119    0.809053    0.224451    
24          117         3.84        120         0.171585    0.0555472   0.971009    0.934918    
24          118         10.24       180         0.182824    0.605549    0.928695    0.654808    
24          119         3.84        240         0.231952    0.717174    0.907039    0.536655    
24          120         3.84        120         0.140204    0.572975    0.884877    0.635354    
24          121         2.56        90          0.273628    0.565964    0.880975    0.723315    
24          122         10.24       150         0.0148974   0.577754    0.860199    0.648187    
24          123         1.92        300         0.285024    0.666278    0.748036    0.499932    
24          124         10.24       180         0.553188    0.687179    0.763715    0.30141     
24          125         5.12        240         0.164644    0.920179    0.928793    0.337737    
24          126         2.56        210         0.294654    0.962406    0.686941    0.222538    
24          127         0.64        210         0.29107     0.360717    0.758385    0.703459    
24          128         3.84        270         0.569403    0.82998     0.682112    0.417284    
24          129         5.12        240         0.447248    1           0.869348    0.3197      
24          130         2.56        300         0.505455    0.664495    0.792838    0.576577    
24          131         3.84        30          0.149105    0.720223    0.871291    0.550558    
24          132         5.12        270         0.553473    0.944162    0.580419    0.271897    
24          133         3.84        240         0.233657    0.724305    0.883043    0.531859    
24          134         10.24       180         0.405711    0.694508    0.686664    0.452695    
24          135         3.84        270         0.511279    0.79728     0.697859    0.462334    
24          136         10.24       210         0.495169    0.81392     0.807498    0.591735    
24          137         10.24       180         0.183247    0.53799     0.676341    0.586811    
24          138         10.24       210         0.447373    0.855067    0.740965    0.844421    
24          139         3.84        240         0.232967    0.810504    0.917104    0.47108     
24          140         7.68        90          0.226751    0.989846    0.758806    0.249606    
24          141         5.12        240         0.276405    0.940126    0.819905    0.231952    
24          142         3.84        270         0.111315    0.775341    0.897367    0.456518    
24          143         3.84        60          0.031105    1           0.981212    0.105061    
24          144         10.24       150         0.23706     0.110445    0.940123    0.858023    
24          145         5.12        240         1           0.699188    0.522166    0.518941    
24          146         10.24       180         0.0993052   0.334957    0.708262    0.700353    
24          147         10.24       180         0.338102    0.508493    0.848026    0.836763    
24          148         5.12        240         0.124721    0.799781    0.858997    0.450326    
24          149         10.24       210         0.55661     0.877291    0.727753    0.599341    
24          150         5.12        180         0.580922    0.469883    0.753557    0.744103    
24          151         7.68        150         0.664047    0.898627    0.334346    0.554063    
24          152         3.84        150         0.428504    0.372629    0.774028    0.787518    
24          153         3.84        30          1           -0.126707   0.732218    0.893138    
24          154         5.12        240         0.429171    1           0.84747     0.252694    
24          155         10.24       0           0.146199    0.807153    0.728876    0.646245    
24          156         5.12        150         0.500776    0.659694    0.764868    0.646368    
24          157         10.24       90          1           0.759266    0.718499    0.692741    
25          0           1.92        300         0.222875    0.66683     0.880752    0.527974    
25          1           3.84        330         0.353085    0.979055    0.801041    0.41521     
25          2           5.12        0           0.0103723   0.972177    0.966898    0.213952    
25          3           2.56        300         0.168935    0.737184    0.921899    0.521322    
25          4           3.84        120         0.0393133   0.42566     0.940849    0.66245     
25          5           3.84        330         0.23857     0.705296    0.874228    0.587181    
25          6           2.56        330         0.12513     0.350108    0.968746    0.74356     
25          7           2.56        300         0.165003    0.752469    0.88091     0.466334    
25          8           3.84        300         0.050409    0.879363    0.822637    0.295728    
25          9           2.56        210         0.120243    1           0.872668    0.221732    
25          10          2.56        300         0.275167    0.769164    0.93763     0.49203     
25          11          2.56        240         0.148418    0.56628     0.887163    0.700633    
25          12          2.56        300         0.166058    0.517651    0.893026    0.679308    
25          13          0.64        120         0.865849    0.766103    0.375074    0.521593    
25          14          1.92        300         0.215062    0.157121    0.934682    0.875801    
25          15          2.56        300         0.0600966   0.423355    0.978484    0.763964    
25          16          2.56        240         0.13609     0.407336    0.9362      0.802597    
25          17          3.84        300         0.376281    0.108416    0.931455    0.877044    
25          18          0.96        240         0.234852    0.622954    0.945244    0.639519    
25          19          7.68        30          0.241779    0.526398    0.909374    0.658858    
25          20          3.84        30          0.192354    0.486794    0.948923    0.754318    
25          21          3.84        180         0.189836    0.282836    0.972512    0.864941    
25          22          1.92        210         0.150949    0.361435    0.880497    0.75908     
25          23          2.56        30          0.270747    0.750416    0.89733     0.598174    
25          24          1.28        330         0.195913    0.0898814   0.941996    0.936901    
25          25          10.24       150         0.442906    1           0.544951    0.12708     
25          26          3.84        30          0.0613357   0.400543    0.954324    0.743848    
25          27          3.84        210         0.247969    0.447154    0.863973    0.800737    
25          28          3.84        210         0.0635668   1           0.918199    0.177714    
25          29          3.84        210         0.232763    0.416416    0.902615    0.827552    
25          30          2.56        300         0.110111    0.221891    0.948874    0.868792    
25          31          2.56        150         0.72581     0.911967    0.50767     0.347542    
25          32          0.96        30          0.134731    0.315154    0.928957    0.791623    
25          33          3.84        330         0.215024    0.118327    0.947565    0.88545     
25          34          3.84        210         0.248819    0.996647    0.753289    0.1158      
25          35          0.96        240         0.0651344   0.313159    0.937888    0.846048    
25          36          0.96        150         0.658756    0.343322    0.637373    0.733362    
25          37          2.56        30          0.331004    0.0772702   0.92152     0.923346    
25          38          3.84        30          0.132703    0.516169    0.969023    0.684322    
25          39          3.84        30          0.332764    0.380563    0.947584    0.796947    
25          40          3.84        180         0.0798399   0.267818    0.978987    0.791599    
25          41          1.28        90          0.279207    0.391383    0.750124    0.78557     
25          42          1.28        30          0.175936    0.566804    0.935858    0.560926    
25          43          3.84        30          0.233812    0.672743    0.899133    0.599768    
25          44          3.84        180         0.100552    0.290864    0.952598    0.861902    
25          45          3.84        30          0.144877    0.35483     0.958656    0.840306    
25          46          3.84        0           0.105831    0.217278    0.91668     0.869605    
25          47          0.96        330         0.256498    0.620503    0.780521    0.69218     
25          48          3.84        180         0.155325    0.872105    0.904451    0.357114    
25          49          3.84        30          0.260694    0.669263    0.925952    0.618787    
25          50          1.92        210         0.237794    0.156254    0.892757    0.887423    
25          51          3.84        30          0.235718    0.357046    0.953052    0.788977    
25          52          3.84        180         0.0602104   0.936636    0.969956    0.459142    
25          53          3.84        330         0.285525    0.533094    0.928955    0.674861    
25          54          2.56        240         0.249286    0.471873    0.903929    0.735416    
25          55          3.84        30          0.282559    0.241874    0.881468    0.879029    
25          56          2.56        330         0.232727    0.671552    0.827463    0.558372    
25          57          2.56        330         0.137161    0.440718    0.959721    0.742492    
25          58          3.84        30          0.224291    0.650865    0.962442    0.613493    
25          59          3.84        0           0.0762795   0.97269     0.886817    0.315973    
25          60          2.56        330         0.142315    0.839977    0.88938     0.358404    
25          61          1.28        180         0.544927    0.586619    0.779005    0.724797    
25          62          3.84        150         0.194995    1           0.864695    0.346759    
25          63          5.12        210         0.16749     0.80718     0.913891    0.513166    
25          64          3.84        150         0.0317073   0.864624    0.975815    0.400986    
25          65          3.84        0           0.129016    1           0.884341    0.435255    
25          66          3.84        0           0.177074    0.362832    0.88899     0.809428    
25          67          3.84        180         0.113023    0.884836    0.991717    0.399907    
25          68          3.84        180         0.0708357   0.864196    0.978959    0.506926    
25          69          5.12        150         0.07398     0.765669    0.955902    0.558584    
25          70          5.12        150         0.0577935   0.954916    0.903714    0.315097    
25          71          3.84        30          0.155552    0.856207    0.966021    0.448188    
25          72          3.84        330         0.047281    0.873438    0.950396    0.372706    
25          73          3.84        330         0.152884    0.909417    0.90702     0.329118    
25          74          3.84        30          0.132936    0.735323    0.93994     0.586987    
25          75          3.84        30          0.143217    0.444617    0.88917     0.686296    
25          76          5.12        210         0.483337    0.836689    0.660695    0.418726    
25          77          3.84        180         0.0683486   0.83624     0.949045    0.376975    
25          78          3.84        330         0.168731    0.690434    0.951363    0.573403    
25          79          3.84        180         0.0518808   0.940841    0.923863    0.342049    
25          80          3.84        30          0.0805525   0.925702    0.92274     0.406653    
25          81          10.24       150         0.177732    0.988303    0.814338    0.203717    
25          82          10.24       150         0.206294    1           0.788629    0.101861    
25          83          3.84        30          0.0403637   0.808963    0.9333      0.579607    
25          84          10.24       150         0.249697    1           0.73683     0.187682    
25          85          3.84        330         0.208468    0.845296    0.808242    0.321777    
25          86          10.24       150         0.101131    1           0.892233    0.114133    
25          87          3.84        30          0.15587     0.801276    0.957206    0.554069    
25          88          2.56        30          1           0.597737    0.804419    0.855441    
25          89          3.84        330         0.24936     0.63358     0.898716    0.581156    
25          90          5.12        210         0.193666    0.616293    0.921374    0.683286    
25          91          7.68        150         0.123821    0.91556     0.90227     0.302539    
25          92          5.12        0           0.590028    0.665989    0.812055    0.567692    
25          93          5.12        0           0.483422    0.359488    0.860483    0.670066    
25          94          10.24       150         0.0465172   1           0.926348    0.240731    
25          95          10.24       180         0.0614971   0.94788     0.854689    0.190642    
25          96          3.84        180         0.142379    0.599682    0.918924    0.610435    
25          97          3.84        0           0.0529229   0.469175    0.938824    0.74009     
25          98          2.56        120         0.511591    0.926592    0.562421    0.271822    
25          99          3.84        30          0.339091    0.440054    0.884052    0.74342     
25          100         5.12        210         0.215094    0.625345    0.948815    0.667247    
25          101         3.84        330         0.271966    0.338012    0.909489    0.821204    
25          102         10.24       150         0.08616     0.957839    0.922747    0.224008    
25          103         3.84        180         0.0947562   0.265873    0.9046      0.827189    
25          104         3.84        30          0.0696311   0.721919    0.91628     0.68555     
25          105         10.24       150         0.271142    1           0.850635    0.389465    
25          106         3.84        180         0.711995    0.867532    0.678809    0.42996     
25          107         5.12        30          0.123678    0.75016     0.898337    0.495424    
25          108         10.24       150         0.20501     0.955676    0.804953    0.169971    
25          109         3.84        30          0.0743234   0.907628    0.904334    0.452413    
25          110         3.84        270         0.172933    0.549401    0.923728    0.768278    
25          111         3.84        120         0.179854    0.103912    0.961595    0.860371    
25          112         7.68        300         0.281314    0.92138     0.888256    0.214904    
25          113         3.84        300         0.405211    0.193437    0.944792    0.813742    
25          114         10.24       120         0.999325    0.723667    0.575106    0.527558    
25          115         10.24       330         0.0217329   1           0.945361    0.243998    
25          116         3.84        270         0.191773    0.369536    0.910853    0.759709    
25          117         10.24       150         0.148862    0.895389    0.836807    0.330368    
25          118         1.92        240         0.0455617   0.977252    0.993012    0.239514    
25          119         10.24       150         0.246935    0.76525     0.815594    0.598025    
25          120         10.24       150         0.0552301   0.78838     0.91338     0.371262    
25          121         10.24       150         0.352841    0.781215    0.851195    0.588505    
25          122         5.12        210         0.316581    0.767344    0.854265    0.563383    
25          123         3.84        270         0.324862    0.613615    0.799933    0.648992    
25          124         3.84        330         0.583974    0.683104    0.708278    0.641541    
25          125         5.12        60          0.0893829   0.96492     0.860685    0.388621    
25          126         3.84        240         0.0547721   0.824815    0.938406    0.397902    
25          127         3.84        60          0.0219244   0.929137    0.852438    0.401777    
25          128         3.84        60          0.00223216  0.677628    0.851453    0.462501    
25          129         5.12        240         0.0984191   0.700125    0.906128    0.486237    
25          130         10.24       150         0.245564    0.775645    0.800041    0.492257    
25          131         2.56        60          0.226363    0.980047    0.847763    0.246295    
25          132         10.24       150         0.107776    0.945713    0.764785    0.578765    
25          133         10.24       270         0.153489    0.590566    0.846813    0.795146    
25          134         1.28        210         0.617471    0.811418    0.637363    0.551496    
25          135         10.24       150         0.140511    0.821061    0.898184    0.44537     
25          136         7.68        240         0.433544    0.790594    0.701327    0.470174    
25          137         3.84        240         0.0310794   0.846949    0.942724    0.518017    
25          138         7.68        240         0.188583    0.937319    0.937368    0.494724    
25          139         5.12        60          0.383058    0.29558     0.813257    0.848479    
25          140         10.24       30          0.390524    0.425726    0.919959    0.869743    
25          141         3.84        60          0.0950288   1           0.929757    0.214329    
25          142         7.68        240         0.261843    1           0.874129    0.659609    
26          0           5.12        330         0.327938    0.908537    0.807569    0.31037     
26          1           2.56        300         0.23183     0.82246     0.893679    0.623722    
26          2           3.84        0           0.0578598   0.885414    0.944375    0.33999     
26          3           2.56        300         0.0787806   0.813656    0.911799    0.543301    
26          4           3.84        120         0.0291362   0.53613     0.909741    0.640791    
26          5           3.84        300         0.0696634   0.670845    0.983034    0.543823    
26          6           5.12        0           0.124884    0.871875    0.814244    0.425682    
26          7           3.84        120         0.0959033   0.848698    0.959678    0.316328    
26          8           3.84        240         0.183314    0.985944    0.814999    0.256974    
26          9           0.96        330         0.716732    0.710769    0.551104    0.551391    
26          10          5.12        330         0.243646    0.767101    0.911696    0.564823    
26          11          1.92        210         0.187006    0.710037    0.860294    0.581179    
26          12          3.84        30          0.290178    1           0.680848    0.168405    
26          13          1.92        300         0.25808     0.156854    0.951555    0.860111    
26          14          5.12        0           0.0890984   1           0.851405    0.452043    
26          15          3.84        240         0.421773    0.91229     0.679249    0.406728    
26          16          1.92        210         0.173952    0.419649    0.924671    0.736419    
26          17          1.28        30          0.440336    0.360197    0.810509    0.758277    
26          18          1.28        30          0.373919    0.0364469   0.946703    0.965964    
26          19          1.28        150         0.116786    0.311575    0.949623    0.787653    
26          20          3.84        210         0.234959    0.931422    0.823532    0.337274    
26          21          5.12        0           0.142108    0.479303    0.872566    0.738325    
26          22          1.28        30          0.144674    0.0731403   0.982915    0.959011    
26          23          1.92        330         0.11075     0.148127    0.894412    0.865422    
26          24          1.92        30          0.141731    0.113807    0.959338    0.913593    
26          25          3.84        210         0.337925    0.469336    0.88074     0.764763    
26          26          5.12        180         0.00593224  0.627645    0.899432    0.743784    
26          27          3.84        330         0.112133    0.341352    0.961132    0.764934    
26          28          3.84        210         0.0413436   0.924657    0.927869    0.277992    
26          29          2.56        330         0.106035    0.328819    0.889978    0.925545    
26          30          1.28        30          0.382537    0.387152    0.871456    0.79113     
26          31          1.28        150         0.160308    0.277792    0.934195    0.822627    
26          32          3.84        210         0.182358    0.0641707   0.888972    0.960617    
26          33          3.84        150         0.15916     0.197878    0.931603    0.861227    
26          34          1.92        150         0.390275    0.764375    0.670745    0.524262    
26          35          1.28        30          0.154317    0.2878      0.996316    0.843033    
26          36          1.92        180         0.350489    0.414575    0.846066    0.721977    
26          37          1.28        30          0.288007    0.453521    0.863937    0.735283    
26          38          3.84        210         0.128963    0.578192    0.977165    0.656205    
26          39          1.92        270         0.642586    0.342582    0.718706    0.808746    
26          40          3.84        180         0.0216234   0.27246     0.909528    0.845037    
26          41          3.84        30          0.0713669   0.514711    0.991718    0.69322     
26          42          1.92        210         0.304745    0.21076     0.879331    0.86762     
26          43          2.56        330         0.501939    0.271152    0.657914    0.809704    
26          44          3.84        210         0.258022    0.296942    0.924498    0.848024    
26          45          1.92        0           0.105199    0.44278     0.959485    0.765521    
26          46          2.56        0           0.0543734   0.800439    0.929337    0.53243     
26          47          1.92        210         0.316807    0.14087     0.895255    0.90203     
26          48          10.24       0           0.193181    0.834191    0.790525    0.264278    
26          49          3.84        210         0.192779    0.53421     0.92932     0.722068    
26          50          1.92        210         0.263269    0.0640795   0.882174    0.854035    
26          51          1.92        210         0.176043    0.349945    0.915214    0.823897    
26          52          2.56        0           0.0898427   0.817447    0.941124    0.492582    
26          53          2.56        330         0.102678    0.790177    0.907075    0.498556    
26          54          3.84        210         0.17675     0.80592     0.884674    0.51454     
26          55          3.84        210         0.024417    0.559024    0.918929    0.74413     
26          56          5.12        0           0.120892    0.968456    0.82046     0.291923    
26          57          5.12        330         0.226728    0.88043     0.888386    0.417613    
26          58          2.56        330         0.208436    0.257066    0.91286     0.894559    
26          59          5.12        330         0.343945    0.934674    0.79227     0.468226    
26          60          3.84        30          0.306359    0.454474    0.906835    0.804054    
26          61          1.28        150         0.392689    0.389119    0.821773    0.784094    
26          62          2.56        150         0.273721    0.858617    0.904085    0.412198    
26          63          2.56        330         0.304977    1           0.722852    0.466944    
26          64          5.12        330         0.376651    0.345856    0.897476    0.764081    
26          65          5.12        0           0.0774008   0.550633    0.927221    0.700958    
26          66          5.12        330         0.147501    0.845248    0.884542    0.375186    
26          67          3.84        150         0.202429    0.973969    0.85895     0.285308    
26          68          5.12        330         0.29492     0.962712    0.833375    0.270819    
26          69          3.84        150         0.203707    0.845739    0.89401     0.421136    
26          70          3.84        210         0.334972    0.564693    0.790418    0.757886    
26          71          3.84        180         0.00461536  0.903969    0.932931    0.354307    
26          72          5.12        120         0.188279    1           0.920534    0.17286     
26          73          3.84        120         0.326389    -0.0370397  0.861732    0.787936    
26          74          3.84        150         0.286454    0.905259    0.812207    0.386628    
26          75          3.84        210         0.196197    0.850733    0.862148    0.403324    
26          76          5.12        330         0.390019    0.570453    0.856979    0.592754    
26          77          5.12        330         0.211391    0.947936    0.904998    0.301433    
26          78          5.12        330         0.470733    0.511685    0.895903    0.543216    
26          79          5.12        330         0.19218     0.561006    0.92409     0.558169    
26          80          3.84        210         0.243167    0.471456    0.763732    0.847664    
26          81          5.12        330         0.255765    0.931588    0.891927    0.29787     
26          82          3.84        210         0.0634291   0.859821    0.841951    0.548747    
26          83          5.12        210         0.208619    0.542089    0.778054    0.725698    
26          84          5.12        330         0.250423    0.85944     0.863735    0.379924    
26          85          10.24       330         0.0977299   1           0.919018    0.213451    
26          86          3.84        0           0.215542    0.799529    0.841573    0.405748    
26          87          10.24       0           0.0561602   0.85299     0.93514     0.218974    
26          88          1.92        0           0.471891    0.436279    0.853359    0.776285    
26          89          7.68        180         0.170372    0.804523    0.954035    0.417048    
26          90          1.92        150         0.543505    4.92865e-05 0.853087    0.951032    
26          91          10.24       330         0.119688    0.875044    0.87614     0.26747     
26          92          3.84        30          0.146656    0.479874    0.770554    0.679027    
26          93          3.84        210         0.161278    0.622774    0.767316    0.581196    
26          94          10.24       0           0.255692    0.859655    0.861915    0.260017    
26          95          5.12        330         0.255689    0.660256    0.826175    0.651967    
26          96          7.68        180         0.324926    0.705848    0.804796    0.426456    
26          97          3.84        210         0.0769583   0.425882    0.68227     0.712407    
26          98          7.68        180         0.193106    0.982396    0.931987    0.208019    
26          99          3.84        30          0.0954681   0.381898    0.959163    0.683992    
26          100         10.24       0           0.0852502   0.787237    0.846466    0.280433    
26          101         10.24       0           0.2251      0.786868    0.822814    0.442978    
26          102         2.56        30          0.1469      0.896565    0.948397    0.329039    
26          103         10.24       330         0.0365904   0.990215    0.943969    0.153854    
26          104         10.24       150         0.0945825   0.824466    0.936855    0.324113    
26          105         7.68        180         0.514412    0.524483    0.824545    0.487163    
26          106         10.24       330         0.0417776   0.95234     0.94133     0.244113    
26          107         2.56        270         0.013794    0.739902    0.907894    0.492941    
26          108         5.12        240         0.360044    0.946074    0.836697    0.354974    
26          109         3.84        210         0.235072    0.885154    0.925209    0.381355    
26          110         5.12        240         0.442216    0.859613    0.826292    0.600505    
26          111         10.24       330         0.0289493   0.764204    0.898628    0.524638    
26          112         5.12        300         0.0761818   0.551779    0.884081    0.694661    
26          113         10.24       330         0.108142    0.972318    0.89095     0.314697    
26          114         5.12        330         0.728289    0.685917    0.648157    0.614716    
26          115         3.84        240         0.00321676  0.848802    0.898999    0.423529    
26          116         7.68        0           0.00672525  0.705574    0.932868    0.49245     
26          117         10.24       150         0.26266     0.510825    0.682384    0.670463    
26          118         5.12        240         0.235682    0.961697    0.842502    0.33369     
26          119         10.24       300         0.42303     0.91651     0.747078    0.380185    
26          120         3.84        180         0.0478293   0.688077    0.871922    0.552592    
26          121         5.12        240         0.262012    0.500292    0.879394    0.675478    
26          122         3.84        240         0.0664994   0.915761    0.875765    0.458143    
26          123         5.12        240         0.31738     0.828866    0.81502     0.541317    
26          124         10.24       300         0.763715    0.660123    0.794581    0.603554    
26          125         2.56        60          0.307016    0.984036    0.840874    0.250517    
26          126         10.24       270         0.264977    0.61031     0.864943    0.657039    
26          127         2.56        240         0.0405977   0.563649    0.864462    0.642429    
26          128         10.24       330         0.0354182   0.69448     0.900005    0.597854    
26          129         10.24       330         0.274835    0.684853    0.890466    0.418012    
26          130         3.84        60          0.0792895   0.711981    0.986535    0.634874    
26          131         10.24       0           0.224023    0.605774    0.954833    0.507852    
26          132         5.12        240         0.23077     0.96778     0.828661    0.315497    
26          133         10.24       180         0.222937    0.0120717   0.938612    0.879992    
26          134         2.56        240         0.791691    1           0.255936    0.15838     
26          135         5.12        330         0.376152    0.647309    0.821579    0.526973    
26          136         7.68        60          0.188986    0.99656     0.918998    0.234103    
26          137         7.68        60          0.357439    0.410041    0.90209     0.74129     
26          138         7.68        60          0.148262    0.992413    0.925697    0.23338     
26          139         7.68        60          0.272046    1           0.831957    0.21308     
26          140         7.68        60          0.340013    0.917699    0.812662    0.214763    
26          141         0.64        90          1           0.564142    0.777026    0.759546    
27          0           2.56        240         0.178999    0.639008    0.863726    0.41776     
27          1           2.56        300         0.1807      0.762353    0.910254    0.518441    
27          2           3.84        330         0.190617    0.764164    0.920815    0.569186    
27          3           2.56        240         0.173812    0.676335    0.807708    0.432336    
27          4           3.84        120         0.0770074   0.536656    0.948408    0.589847    
27          5           3.84        300         0.0449865   0.677293    0.951325    0.659394    
27          6           2.56        300         0.169947    0.674032    0.962954    0.582972    
27          7           1.92        120         0.118838    0.500369    0.980664    0.690609    
27          8           3.84        330         0.277907    0.842942    0.907585    0.502783    
27          9           3.84        330         0.395518    0.847309    0.856357    0.487834    
27          10          0.64        300         0.730401    0.857773    0.44132     0.521169    
27          11          2.56        240         0.326267    0.45178     0.813614    0.74087     
27          12          3.84        0           0.084151    0.533953    0.905301    0.742445    
27          13          0.96        210         0.20944     0.477915    0.817762    0.641197    
27          14          1.92        300         0.141621    0.288813    0.952327    0.81919     
27          15          2.56        300         0.204367    0.179975    0.917157    0.902651    
27          16          3.84        30          0.206637    1           0.942206    0.354275    
27          17          7.68        30          0.0316357   0.782019    0.95975     0.402956    
27          18          0.96        210         0.280136    0.827988    0.677724    0.467596    
27          19          0.96        210         0.114138    0.141295    0.934556    0.898259    
27          20          5.12        150         0.342127    0.859533    0.907188    0.436819    
27          21          5.12        210         0.276874    0.939285    0.815454    0.24301     
27          22          0.96        210         0.0584395   0.278317    0.9248      0.814795    
27          23          3.84        210         0.126622    0.495449    0.93188     0.807692    
27          24          3.84        180         0.00644518  0.982948    0.943903    0.246212    
27          25          5.12        210         0.196544    0.830983    0.841914    0.36223     
27          26          1.92        150         0.429322    0.922756    0.839065    0.377967    
27          27          1.92        0           0.493765    0.747023    0.78446     0.564614    
27          28          0.96        30          0.118857    0.394701    0.938837    0.774072    
27          29          3.84        30          0.119716    0.315345    0.98329     0.752764    
27          30          2.56        210         0.0772725   0.419293    0.891944    0.808413    
27          31          3.84        0           0.0142281   0.951654    0.95757     0.402761    
27          32          3.84        0           0.17954     0.175798    0.945647    0.886859    
27          33          1.92        30          0.232275    0.582645    0.916331    0.688297    
27          34          1.92        30          0.0453391   0.199531    0.969042    0.831928    
27          35          0.96        180         0.433626    0.577664    0.738449    0.772846    
27          36          5.12        210         0.264555    0.903997    0.904502    0.407873    
27          37          2.56        90          0.547486    0.0699041   0.929355    0.940573    
27          38          3.84        30          0.42255     0.344663    0.778872    0.700152    
27          39          0.96        330         0.471465    0.284271    0.897011    0.837743    
