site       ROI        LHI2            LHI3           
16         73         0.016999        0.019196       
16         74         0.084499        0.068495       
16         75         0.027609        0.090278       
16         76         0.014392        0.017236       
16         77         0.048019        0.12174        
16         78         0.030596        0.085564       
16         79         0.047904        0.13238        
16         80         0.13952         0.13047        
16         81         0.12606         0.16473        
16         82         0.11159         0.17482        
16         83         0.049019        0.13397        
16         84         0.08946         0.075507       
16         85         0.014289        0.017822       
16         86         0.047949        0.039839       
16         87         0.07251         0.11962        
16         88         0.065452        0.056899       
16         89         0.083429        0.15406        
16         90         0.11189         0.13341        
16         91         0.073944        0.078865       
16         92         0.038536        0.040242       
16         93         0.14227         0.15335        
16         94         0.028246        0.036771       
16         95         0.14042         0.15183        
16         96         0.030541        0.041555       
16         97         0.036637        0.052304       
16         98         0.25047         0.23017        
16         99         0.046699        0.066964       
16         100        0.07185         0.071875       
16         101        0.01709         0.039439       
16         102        0.026917        0.047665       
16         103        0.054449        0.07424        
16         104        0.062343        0.1125         
16         105        0.025796        0.057409       
16         106        0.055941        0.10066        
16         107        0.29125         0.26631        
16         108        0.14582         0.13803        
16         109        0.19348         0.18028        
16         110        0.06315         0.09562        
16         111        0.063136        0.091551       
16         112        0.027027        0.076378       
16         113        0.026971        0.073569       
16         114        0.069505        0.095103       
16         115        0.12159         0.12731        
16         116        0.16359         0.17801        
16         117        0.13372         0.159          
16         118        0.471           0.43387        
16         119        0.035251        0.0967         
16         120        0.040136        0.086877       
16         121        0.53983         0.86702        
16         122        0.36555         0.31655        
16         123        0.11108         0.16423        
16         124        0.064748        0.13904        
16         125        0.083876        0.098445       
16         126        0.064332        0.091321       
16         127        0.3284          0.58502        
16         128        0.1363          0.15159        
16         129        0.10499         0.19257        
16         130        0.066157        0.16508        
16         131        0.1071          0.19917        
16         132        0.10298         0.24084        
16         133        0.094654        0.21567        
16         134        0.11186         0.12382        
16         135        0.071234        0.13502        
16         136        0.11405         0.23798        
16         137        0.070894        0.16632        
16         138        0.092009        0.21125        
16         139        0.17577         0.39073        
16         140        0.2777          0.23396        
16         141        0.09854         0.20772        
16         142        0.11843         0.18496        
16         143        0.086659        0.20306        
16         144        0.20074         0.38383        
16         145        0.12593         0.24707        
16         146        0.091369        0.21116        
16         147        0.11823         0.20007        
16         148        0.15021         0.30303        
16         149        0.11921         0.20274        
16         150        0.13833         0.21669        
16         151        0.13757         0.28591        
16         152        0.10174         0.19469        
16         153        0.081703        0.18844        
16         154        0.46764         0.43458        
16         155        0.13083         0.15595        
16         156        0.1291          0.18445        
16         157        0.069039        0.13129        
16         158        0.096152        0.13555        
16         159        0.7431          0.52659        
16         160        0.25588         0.36529        
16         161        0.16885         0.15254        
16         162        0.34566         0.48526        
16         163        0.59683         0.52122        
16         164        0.094939        0.11566        
16         165        0.14533         0.16812        
16         166        0.12317         0.15832        
16         167        0.18254         0.20344        
16         168        0.45583         0.4639         
16         169        0.21275         0.27584        
16         170        0.56794         0.51489        
16         171        0.096487        0.14732        
16         172        0.71616         0.66622        
16         173        0.095843        0.14428        
16         174        0.2718          0.25793        
16         175        0.5833          0.69696        
16         176        0.47642         0.63357        
16         177        0.051281        0.10901        
16         178        0.078109        0.12456        
16         179        0.14883         0.21632        
16         180        0.16883         0.24016        
16         181        0.49043         0.41826        
16         182        0.66914         0.71435        
16         183        0.14532         0.20285        
16         184        0.66713         0.51876        
16         185        0.47469         0.59311        
16         186        0.04488         0.1347         
16         187        0.13825         0.18427        
16         188        0.26154         0.38349        
16         189        0.41579         0.49247        
16         190        0.027247        0.10948        
16         191        0.5693          0.42699        
16         192        0.22787         0.21905        
16         193        0.076625        0.11484        
16         194        0.088491        0.10998        
16         195        0.024882        0.10456        
16         196        0.27272         0.46217        
16         197        0.093772        0.11488        
16         198        0.39037         0.26253        
16         199        0.054274        0.11645        
16         200        0.67182         0.69057        
16         201        0.15769         0.13946        
16         202        0.030646        0.10729        
16         203        0.49849         0.62787        
16         204        0.44296         0.58954        
16         205        0.095037        0.13259        
16         206        0.19031         0.44414        
17         0          0.053611        0.076086       
17         1          0.23386         0.37473        
17         2          0.076752        0.11333        
17         3          0.059661        0.085287       
17         4          0.24411         0.32202        
17         5          0.13447         0.11332        
17         6          0.05001         0.069801       
17         7          0.16268         0.21729        
17         8          0.28572         0.44268        
17         9          0.27402         0.26029        
17         10         0.20407         0.14604        
17         11         0.2098          0.20222        
17         12         0.12648         0.15443        
17         13         0.11692         0.14463        
17         14         0.39741         0.43034        
17         15         0.088327        0.13115        
17         16         0.19654         0.23227        
17         17         0.078229        0.11668        
17         18         0.048892        0.068263       
17         19         0.47584         0.65325        
17         20         0.41667         0.35787        
17         21         0.24986         0.25567        
17         22         0.53777         0.77465        
17         23         0.52033         0.591          
17         24         0.079158        0.1096         
17         25         0.58403         0.3796         
17         26         0.17551         0.20099        
17         27         0.55689         0.62044        
17         28         0.18427         0.20571        
17         29         0.4696          0.28945        
17         30         0.073779        0.09317        
17         31         0.090233        0.12989        
17         32         0.59051         0.66203        
17         33         0.35524         0.2949         
17         34         0.32373         0.22072        
17         35         0.073221        0.084561       
17         36         0.46046         0.48445        
17         37         0.2709          0.2897         
17         38         0.11744         0.14537        
17         39         0.11698         0.11204        
17         40         0.31303         0.26729        
17         41         0.10894         0.1295         
17         42         0.54406         0.33985        
17         43         0.2727          0.30203        
17         44         0.13171         0.11291        
17         45         0.579           0.552          
17         46         0.1412          0.14414        
17         47         0.21146         0.18352        
17         48         0.29282         0.33417        
17         49         0.31677         0.23146        
17         50         0.39277         0.29558        
17         51         0.12184         0.14631        
17         52         0.37741         0.38742        
17         53         0.17766         0.1681         
17         54         0.12274         0.13633        
17         55         0.40431         0.29389        
17         56         0.42897         0.30505        
17         57         0.15921         0.1987         
17         58         0.28636         0.25015        
17         59         0.092682        0.11315        
17         60         0.039671        0.06295        
17         61         0.14031         0.17368        
17         62         0.37579         0.26329        
17         63         0.08397         0.10164        
17         64         0.31168         0.22718        
17         65         0.043628        0.064052       
17         66         0.34444         0.24066        
17         67         0.13181         0.096568       
17         68         0.029159        0.046333       
17         69         0.12123         0.12843        
17         70         0.016961        0.055354       
17         71         0.096348        0.12106        
17         72         0.068929        0.08055        
17         73         0.080475        0.071543       
17         74         0.049798        0.052912       
17         75         0.010067        0.018211       
17         76         0.013244        0.01764        
17         77         0.049463        0.060461       
17         78         0.12764         0.16977        
17         79         0.027053        0.041051       
17         80         0.059106        0.067019       
17         81         0.038766        0.077569       
17         82         0.14404         0.16687        
17         83         0.066422        0.13201        
17         84         0.10937         0.099501       
17         85         0.080112        0.076323       
17         86         0.040088        0.030325       
17         87         0.011164        0.017084       
17         88         0.022705        0.037227       
17         89         0.090872        0.10519        
17         90         0.050544        0.11517        
17         91         0.035443        0.051239       
17         92         0.086203        0.13264        
17         93         0.12609         0.1336         
17         94         0.069914        0.044597       
17         95         0.049312        0.10888        
17         96         0.016742        0.028923       
17         97         0.23262         0.21415        
17         98         0.076193        0.049286       
17         99         0.019495        0.034596       
17         100        0.09002         0.06078        
17         101        0.023456        0.041801       
17         102        0.049325        0.071507       
17         103        0.035488        0.042272       
17         104        0.088403        0.16079        
17         105        0.091011        0.071842       
17         106        0.064634        0.12021        
17         107        0.12525         0.22007        
17         108        0.11722         0.13762        
17         109        0.13858         0.23947        
17         110        0.18305         0.30131        
17         111        0.067812        0.075257       
17         112        0.27994         0.43221        
17         113        0.079782        0.079915       
17         114        0.068407        0.084089       
17         115        0.069277        0.087363       
17         116        0.077265        0.093049       
17         117        0.14303         0.086253       
17         118        0.16693         0.17043        
17         119        0.077552        0.12537        
17         120        0.082679        0.093745       
17         121        0.10845         0.16032        
17         122        0.086287        0.085884       
17         123        0.076402        0.079163       
17         124        0.4119          0.44356        
17         125        0.091553        0.081123       
17         126        0.1806          0.22891        
17         127        0.21354         0.10031        
17         128        0.36462         0.40225        
17         129        0.080267        0.12225        
17         130        0.09314         0.13632        
17         131        0.092642        0.10379        
17         132        0.12623         0.16502        
17         133        0.083697        0.08666        
17         134        0.2872          0.28885        
17         135        0.086996        0.096011       
17         136        0.10158         0.10179        
17         137        0.32727         0.43788        
17         138        0.11881         0.11813        
17         139        0.52549         0.6094         
17         140        0.1959          0.19392        
17         141        0.1477          0.1447         
17         142        0.1198          0.13588        
17         143        0.26073         0.33424        
17         144        0.20909         0.20584        
17         145        0.2336          0.25643        
17         146        0.46974         0.56126        
17         147        0.45597         0.13834        
17         148        0.24116         0.22436        
17         149        0.39126         0.39269        
17         150        0.15052         0.15254        
17         151        0.75829         0.17796        
17         152        0.34285         0.31938        
17         153        0.2555          0.26361        
17         154        0.25613         0.23118        
17         155        0.24825         0.22723        
17         156        0.37966         0.46463        
17         157        0.32974         0.39271        
17         158        0.17717         0.22418        
17         159        0.15743         0.16265        
17         160        0.16689         0.17818        
17         161        0.19886         0.20005        
17         162        0.19404         0.20186        
17         163        0.2369          0.30361        
17         164        0.17088         0.2124         
17         165        0.15223         0.18809        
17         166        0.51638         0.41243        
17         167        0.11583         0.13919        
17         168        0.14326         0.16791        
17         169        0.3405          0.45577        
17         170        0.51071         0.4858         
17         171        0.23178         0.36721        
17         172        0.63151         0.47238        
17         173        0.094767        0.16074        
17         174        0.37349         0.49284        
17         175        0.087361        0.15234        
17         176        0.056601        0.10916        
17         177        0.29545         0.4546         
17         178        0.18786         0.19391        
17         179        0.26957         0.15386        
17         180        0.048828        0.093          
17         181        0.07806         0.1445         
17         182        0.17024         0.30746        
17         183        0.069602        0.14596        
17         184        0.077322        0.090969       
17         185        0.5856          0.63074        
17         186        0.23418         0.23319        
17         187        0.69619         0.67073        
17         188        0.43514         0.37746        
17         189        0.82626         0.63184        
17         190        0.13475         0.23973        
17         191        0.031588        0.10134        
17         192        0.19698         0.36161        
17         193        0.30871         0.50168        
17         194        0.099072        0.14233        
17         195        0.066123        0.13517        
17         196        0.57804         0.67948        
17         197        0.073287        0.09251        
17         198        0.12005         0.21175        
17         199        0.056216        0.1283         
17         200        0.23639         0.42129        
17         201        0.035363        0.10494        
17         202        0.43355         0.62437        
17         203        0.48354         0.34951        
17         204        0.52525         0.48581        
17         205        0.073358        0.11122        
17         206        0.11843         0.23368        
17         207        0.064061        0.11595        
17         208        0.029772        0.099966       
17         209        0.073206        0.12299        
17         210        0.12778         0.27984        
17         211        0.55759         0.55057        
17         212        0.07805         0.14245        
17         213        0.85187         0.52353        
17         214        0.053175        0.1089         
17         215        0.57796         0.65587        
17         216        0.093092        0.22918        
17         217        0.045767        0.1052         
17         218        0.073114        0.092091       
17         219        0.078839        0.10817        
17         220        0.39808         0.59353        
17         221        0.034224        0.1357         
17         222        0.54533         0.62303        
17         223        0.53758         0.5935         
17         224        0.069337        0.17937        
17         225        0.53866         0.6018         
17         226        0.10719         0.13305        
18         0          0.062282        0.084087       
18         1          0.4866          0.378          
18         2          0.1799          0.11468        
18         3          0.2854          0.29403        
18         4          0.01367         0.070797       
18         5          0.52512         0.34797        
18         6          0.10194         0.11134        
18         7          0.1222          0.21992        
18         8          0.54612         0.4458         
18         9          0.36865         0.26497        
18         10         0.1576          0.1432         
18         11         0.25885         0.15791        
18         12         0.1234          0.14774        
18         13         0.4477          0.4283         
18         14         0.060185        0.13636        
18         15         0.37519         0.29036        
18         16         0.19135         0.2164         
18         17         0.02107         0.072735       
18         18         0.078421        0.12016        
18         19         0.12867         0.13065        
18         20         0.40111         0.35711        
18         21         0.71375         0.6718         
18         22         0.35507         0.26621        
18         23         0.36168         0.36342        
18         24         0.56175         0.60353        
18         25         0.054957        0.11414        
18         26         0.43601         0.37044        
18         27         0.53665         0.6405         
18         28         0.28313         0.20987        
18         29         0.31735         0.28059        
18         30         0.15801         0.19845        
18         31         0.050103        0.096808       
18         32         0.5105          0.68192        
18         33         0.31454         0.30445        
18         34         0.17805         0.2157         
18         35         0.048459        0.087568       
18         36         0.38682         0.49594        
18         37         0.31854         0.2938         
18         38         0.12723         0.14328        
18         39         0.27933         0.27286        
18         40         0.068028        0.13076        
18         41         0.2648          0.30424        
18         42         0.1424          0.1607         
18         43         0.2802          0.33671        
18         44         0.092265        0.11818        
18         45         0.47547         0.54114        
18         46         0.15158         0.23255        
18         47         0.10002         0.1873         
18         48         0.25196         0.33841        
18         49         0.22568         0.23983        
18         50         0.28016         0.30401        
18         51         0.1265          0.14954        
18         52         0.27418         0.32736        
18         53         0.078715        0.16594        
18         54         0.065979        0.087923       
18         55         0.058743        0.13541        
18         56         0.24493         0.30933        
18         57         0.25196         0.29809        
18         58         0.14549         0.19771        
18         59         0.087926        0.11877        
18         60         0.26912         0.24106        
18         61         0.050959        0.11442        
18         62         0.19692         0.27356        
18         63         0.13201         0.17409        
18         64         0.20026         0.26651        
18         65         0.054765        0.098749       
18         66         0.17208         0.23002        
18         67         0.052627        0.065395       
18         68         0.047496        0.05547        
18         69         0.17233         0.241          
18         70         0.10877         0.094107       
18         71         0.040453        0.046405       
18         72         0.14091         0.1345         
18         73         0.16266         0.057308       
18         74         0.065218        0.080324       
18         75         0.051783        0.072819       
18         76         0.033974        0.055698       
18         77         0.052543        0.059603       
18         78         0.024379        0.018665       
18         79         0.023572        0.017929       
18         80         0.17341         0.17179        
18         81         0.041969        0.043165       
18         82         0.091659        0.14935        
18         83         0.094962        0.16258        
18         84         0.061522        0.067904       
18         85         0.13938         0.082666       
18         86         0.030874        0.029717       
18         87         0.041922        0.073917       
18         88         0.092667        0.16675        
18         89         0.16446         0.13276        
18         90         0.062986        0.075971       
18         91         0.02243         0.017505       
18         92         0.028315        0.030268       
18         93         0.041896        0.037919       
18         94         0.048191        0.11068        
18         95         0.13477         0.11546        
18         96         0.054969        0.053645       
18         97         0.074204        0.14886        
18         98         0.072254        0.14172        
18         99         0.077277        0.14198        
18         100        0.028679        0.043889       
18         101        0.050425        0.049748       
18         102        0.10633         0.10746        
18         103        0.10475         0.16993        
18         104        0.10105         0.13261        
18         105        0.024951        0.049353       
18         106        0.12993         0.21581        
18         107        0.029332        0.034964       
18         108        0.032175        0.06177        
18         109        0.033977        0.041325       
18         110        0.059904        0.071168       
18         111        0.026659        0.041584       
18         112        0.1846          0.16267        
18         113        0.15192         0.23415        
18         114        0.099237        0.13746        
18         115        0.04493         0.076709       
18         116        0.43638         0.42546        
18         117        0.064096        0.081135       
18         118        0.02919         0.0888         
18         119        0.018201        0.083224       
18         120        0.025246        0.087279       
18         121        0.023332        0.087109       
18         122        0.036163        0.092369       
18         123        0.13507         0.17019        
18         124        0.088109        0.094557       
18         125        0.11015         0.1309         
18         126        0.14095         0.15826        
18         127        0.23108         0.22766        
18         128        0.047293        0.086758       
18         129        0.29212         0.43484        
18         130        0.046335        0.079912       
18         131        0.012445        0.07996        
18         132        0.095032        0.10433        
18         133        0.051168        0.087155       
18         134        0.28085         0.3105         
18         135        0.070988        0.097876       
18         136        0.032692        0.10001        
18         137        0.46815         0.54279        
18         138        0.079586        0.11932        
18         139        0.68579         0.61275        
18         140        0.2328          0.19412        
18         141        0.10569         0.14916        
18         142        0.36736         0.31751        
18         143        0.27891         0.25544        
18         144        0.60615         0.56775        
18         145        0.25128         0.20397        
18         146        0.25397         0.22234        
18         147        0.38643         0.3875         
18         148        0.11673         0.15244        
18         149        0.29655         0.33467        
18         150        0.0050466       0.17656        
18         151        0.18987         0.22591        
18         152        0.70164         0.39541        
18         153        0.68902         0.47176        
18         154        0.34281         0.2205         
18         155        0.12014         0.16451        
18         156        0.19997         0.1781         
18         157        0.23965         0.20265        
18         158        0.1581          0.2003         
18         159        0.5609          0.30726        
18         160        0.26923         0.21195        
18         161        0.23878         0.18637        
18         162        0.31702         0.41518        
18         163        0.50243         0.46           
18         164        0.33191         0.1421         
18         165        0.41379         0.49891        
18         166        0.52273         0.36625        
18         167        0.40591         0.47226        
18         168        0.26659         0.16517        
18         169        0.52207         0.50098        
18         170        0.26649         0.15527        
18         171        0.1712          0.11014        
18         172        0.22649         0.2847         
18         173        0.57455         0.45472        
18         174        0.11683         0.19834        
18         175        0.036387        0.16072        
18         176        0.52871         0.29814        
18         177        0.34545         0.1468         
18         178        0.60193         0.63519        
18         179        0.12508         0.23781        
18         180        0.62299         0.67598        
18         181        0.57695         0.63206        
18         182        0.45669         0.23456        
18         183        0.23209         0.10291        
18         184        0.62066         0.49879        
18         185        0.49405         0.56022        
18         186        0.31428         0.13541        
18         187        0.39385         0.21038        
18         188        0.10023         0.27811        
18         189        0.2993          0.12981        
18         190        0.5469          0.41604        
18         191        0.26025         0.10712        
18         192        0.66507         0.6271         
18         193        0.1231          0.3577         
18         194        0.31495         0.48777        
18         195        0.33607         0.23041        
18         196        0.38635         0.11555        
18         197        0.26384         0.10116        
18         198        0.30044         0.28056        
18         199        0.28282         0.54888        
18         200        0.24407         0.12286        
18         201        0.17975         0.14291        
18         202        0.1506          0.52593        
18         203        0.23508         0.23744        
18         204        0.38288         0.65561        
18         205        0.25036         0.10947        
18         206        0.30472         0.59172        
18         207        0.4631          0.13816        
18         208        0.17098         0.17785        
18         209        0.31069         0.59702        
18         210        0.24045         0.13092        
18         211        0.30144         0.10721        
18         212        0.36237         0.62453        
19         0          0.010537        0.067259       
19         1          0.14218         0.26773        
19         2          0.090756        0.15028        
19         3          0.057888        0.15532        
19         4          0.15432         0.20544        
19         5          0.039281        0.10251        
19         6          0.17922         0.13589        
19         7          0.027086        0.109          
19         8          0.55263         0.3649         
19         9          0.39963         0.65863        
19         10         0.35145         0.33956        
19         11         0.079434        0.12162        
19         12         0.19023         0.45566        
19         13         0.2861          0.60456        
19         14         0.17613         0.2034         
19         15         0.43475         0.37134        
19         16         0.10846         0.21207        
19         17         0.4808          0.33513        
19         18         0.11559         0.20752        
19         19         0.054446        0.12417        
19         20         0.078534        0.090801       
19         21         0.18147         0.30911        
19         22         0.41094         0.31349        
19         23         0.18641         0.27798        
19         24         0.69486         0.67576        
19         25         0.31604         0.49317        
19         26         0.26183         0.2221         
19         27         0.36773         0.40206        
19         28         0.20105         0.15285        
19         29         0.16676         0.12233        
19         30         0.24266         0.29583        
19         31         0.83686         0.57322        
19         32         0.38165         0.27389        
19         33         0.46712         0.33654        
19         34         0.078379        0.11054        
19         35         0.28627         0.18014        
19         36         0.37778         0.32972        
19         37         0.1859          0.19459        
19         38         0.21022         0.14258        
19         39         0.16718         0.2386         
19         40         0.12301         0.078479       
19         41         0.28616         0.15976        
19         42         0.23112         0.1279         
19         43         0.49779         0.26385        
19         44         0.10166         0.063153       
19         45         0.07316         0.11526        
19         46         0.026278        0.058792       
19         47         0.028646        0.057917       
19         48         0.094739        0.14527        
19         49         0.082842        0.075625       
19         50         0.17333         0.25702        
19         51         0.043442        0.053842       
19         52         0.12547         0.104          
19         53         0.24407         0.23088        
19         54         0.10567         0.059621       
19         55         0.061156        0.036124       
19         56         0.18666         0.10127        
19         57         0.14244         0.21353        
19         58         0.1093          0.09115        
19         59         0.24908         0.12741        
19         60         0.12259         0.159          
19         61         0.16109         0.12953        
19         62         0.10748         0.13003        
19         63         0.14889         0.17303        
19         64         0.15217         0.19816        
19         65         0.018921        0.052204       
19         66         0.019383        0.042259       
19         67         0.058378        0.065234       
19         68         0.028807        0.020204       
19         69         0.033092        0.049505       
19         70         0.024277        0.017218       
19         71         0.074399        0.044006       
19         72         0.10558         0.065991       
19         73         0.02328         0.015626       
19         74         0.224           0.16568        
19         75         0.19619         0.12914        
19         76         0.26893         0.16055        
19         77         0.082262        0.054912       
19         78         0.095869        0.13435        
19         79         0.080701        0.042308       
19         80         0.26632         0.14977        
19         81         0.26074         0.20422        
19         82         0.059205        0.027778       
19         83         0.18267         0.112          
19         84         0.22305         0.13769        
19         85         0.14972         0.10802        
19         86         0.10517         0.079403       
19         87         0.079209        0.037912       
19         88         0.10479         0.047536       
19         89         0.10561         0.057398       
19         90         0.091495        0.049626       
19         91         0.11812         0.078756       
19         92         0.19399         0.12116        
19         93         0.081694        0.14959        
19         94         0.27523         0.24449        
19         95         0.17952         0.2202         
19         96         0.06351         0.11818        
19         97         0.15304         0.077891       
19         98         0.16176         0.12019        
19         99         0.12238         0.08459        
19         100        0.11718         0.091012       
19         101        0.15788         0.072333       
19         102        0.1182          0.096505       
19         103        0.11054         0.085897       
19         104        0.15926         0.13196        
19         105        0.1318          0.090951       
19         106        0.1889          0.18668        
19         107        0.11108         0.089889       
19         108        0.29237         0.23047        
19         109        0.15655         0.10328        
19         110        0.1541          0.085884       
19         111        0.12729         0.10115        
19         112        0.33357         0.44518        
19         113        0.15394         0.074543       
19         114        0.92224         0.61685        
19         115        0.13195         0.10716        
19         116        0.25629         0.18891        
19         117        0.17695         0.12827        
19         118        0.26947         0.20598        
19         119        0.17622         0.14291        
19         120        0.47751         0.60118        
19         121        0.62512         0.34558        
19         122        0.46308         0.26803        
19         123        0.31503         0.54413        
19         124        0.33768         0.22577        
19         125        0.29229         0.21551        
19         126        0.30319         0.39619        
19         127        0.21617         0.1538         
19         128        0.1351          0.14916        
19         129        0.27892         0.25672        
19         130        0.086672        0.1742         
19         131        0.23294         0.3844         
19         132        0.34711         0.24399        
19         133        0.40039         0.22727        
19         134        0.26695         0.16101        
19         135        0.21918         0.31513        
19         136        0.30057         0.44218        
19         137        0.36602         0.21251        
19         138        0.2068          0.17763        
19         139        0.17986         0.20094        
19         140        0.2051          0.30912        
19         141        0.14926         0.21295        
19         142        0.17319         0.17204        
19         143        0.14201         0.18587        
19         144        0.38547         0.40465        
19         145        0.2546          0.44095        
19         146        0.51928         0.33773        
19         147        0.22836         0.36414        
19         148        0.098441        0.15971        
19         149        0.26291         0.47211        
19         150        0.099589        0.17377        
19         151        0.098551        0.10946        
19         152        0.15339         0.17659        
19         153        0.08064         0.13805        
19         154        0.25934         0.44647        
19         155        0.24274         0.39709        
19         156        0.073474        0.14448        
19         157        0.0783          0.1492         
19         158        0.22907         0.28186        
19         159        0.060163        0.086198       
19         160        0.52875         0.65939        
19         161        0.50298         0.41129        
19         162        0.65211         0.64295        
19         163        0.088845        0.092323       
19         164        0.31881         0.46517        
19         165        0.65635         0.59137        
19         166        0.071563        0.12527        
19         167        0.07179         0.13272        
19         168        0.11499         0.10374        
19         169        0.056215        0.088114       
19         170        0.071925        0.12362        
19         171        0.22313         0.21165        
19         172        0.52954         0.49908        
19         173        0.06856         0.092954       
19         174        0.26981         0.29595        
19         175        0.37052         0.57969        
19         176        0.55369         0.70709        
19         177        0.096318        0.1178         
19         178        0.066244        0.096401       
19         179        0.35356         0.54917        
19         180        0.082086        0.12094        
19         181        0.25657         0.27543        
19         182        0.43332         0.5464         
19         183        0.20576         0.19675        
19         184        0.16586         0.13479        
19         185        0.88455         0.51775        
19         186        0.076504        0.10495        
19         187        0.48602         0.65795        
19         188        0.49174         0.60767        
19         189        0.3833          0.60158        
20         0          0.24758         0.27413        
20         1          0.26388         0.28327        
20         2          0.17152         0.15709        
20         3          0.1718          0.19792        
20         4          0.076639        0.10027        
20         5          0.1581          0.14556        
20         6          0.12054         0.1562         
20         7          0.461           0.43666        
20         8          0.3349          0.37123        
20         9          0.66811         0.63559        
20         10         0.081875        0.1186         
20         11         0.24925         0.27615        
20         12         0.10412         0.12826        
20         13         0.18757         0.20595        
20         14         0.28243         0.36631        
20         15         0.21758         0.31479        
20         16         0.37803         0.67951        
20         17         0.15134         0.22903        
20         18         0.4109          0.47678        
20         19         0.097065        0.1469         
20         20         0.17769         0.26355        
20         21         0.084784        0.11688        
20         22         0.20238         0.32517        
20         23         0.17862         0.29934        
20         24         0.21528         0.33798        
20         25         0.053848        0.18899        
20         26         0.12161         0.17243        
20         27         0.19544         0.33621        
20         28         0.03651         0.12313        
20         29         0.05834         0.13572        
20         30         0.13725         0.24253        
20         31         0.11646         0.19756        
20         32         0.17336         0.27991        
20         33         0.050087        0.082234       
20         34         0.03713         0.087938       
20         35         0.1299          0.26719        
20         36         0.026237        0.06187        
20         37         0.037966        0.062934       
20         38         0.012302        0.061487       
20         39         0.09655         0.14394        
20         40         0.017006        0.076897       
20         41         0.024923        0.10075        
20         42         0.14056         0.21645        
20         43         0.027027        0.065766       
20         44         0.040006        0.055792       
20         45         0.015154        0.035266       
20         46         0.08841         0.10004        
20         47         0.12877         0.21067        
20         48         0.073799        0.12804        
20         49         0.1201          0.15838        
20         50         0.10397         0.12364        
20         51         0.11805         0.19156        
20         52         0.028847        0.039046       
20         53         0.019985        0.040795       
20         54         0.028427        0.04684        
20         55         0.029412        0.047987       
20         56         0.0070359       0.015761       
20         57         0.042542        0.065951       
20         58         0.020424        0.055116       
20         59         0.01211         0.020705       
20         60         0.010612        0.018483       
20         61         0.0068054       0.015145       
20         62         0.0099143       0.021857       
20         63         0.14094         0.16442        
20         64         0.17737         0.16005        
20         65         0.016106        0.039234       
20         66         0.05665         0.12267        
20         67         0.26255         0.20153        
20         68         0.19595         0.15751        
20         69         0.018623        0.028348       
